Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Hypertension, essential",HMOX2,Heme oxygenase 2,Inverse variance weighted,5,0.98 [0.88-1.09],0.704247124085931
Chapter IX Diseases of the circulatory system,"Hypertension, essential",ADGRB3,Adhesion G protein-coupled receptor B3,Inverse variance weighted,75,0.99 [0.98-1.01],0.265312913896094
Chapter IX Diseases of the circulatory system,"Hypertension, essential",ADGRE5,Adhesion G protein-coupled receptor E5,Inverse variance weighted,16,0.97 [0.92-1.02],0.182834403267654
Chapter IX Diseases of the circulatory system,"Hypertension, essential",COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,16,0.99 [0.94-1.05],0.823128128746147
Chapter IX Diseases of the circulatory system,"Hypertension, essential",SPON2,Spondin-2,Inverse variance weighted,8,1.03 [0.97-1.10],0.365944190666332
Chapter IX Diseases of the circulatory system,"Hypertension, essential",SNRPB2,U2 small nuclear ribonucleoprotein B'',Inverse variance weighted,2,1.01 [0.81-1.27],0.905986524527931
Chapter IX Diseases of the circulatory system,"Hypertension, essential",IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,11,1.09 [1.00-1.20],0.0563485819931012
Chapter IX Diseases of the circulatory system,"Hypertension, essential",PTP4A3,Protein tyrosine phosphatase type IVA 3,Inverse variance weighted,6,1.07 [1.01-1.12],0.0121420650899565
Chapter IX Diseases of the circulatory system,"Hypertension, essential",CLSTN2,Calsyntenin-2,Inverse variance weighted,38,1.02 [0.98-1.06],0.339221783963166
Chapter IX Diseases of the circulatory system,"Hypertension, essential",OCLN,Occludin,Inverse variance weighted,3,0.98 [0.90-1.07],0.692134378097606
Chapter IX Diseases of the circulatory system,"Hypertension, essential",WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,0.99 [0.96-1.02],0.601864424894039
Chapter IX Diseases of the circulatory system,"Hypertension, essential",IL19,Interleukin-19,Inverse variance weighted,21,1.01 [0.97-1.05],0.551466912412286
Chapter IX Diseases of the circulatory system,"Hypertension, essential",SLAMF7,SLAM family member 7,Inverse variance weighted,40,1.01 [0.99-1.03],0.180581861479709
Chapter IX Diseases of the circulatory system,"Hypertension, essential",EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.84 [0.73-0.96],0.0129145161040012
Chapter IX Diseases of the circulatory system,"Hypertension, essential",HEPH,Hephaestin,Inverse variance weighted,6,0.92 [0.83-1.02],0.103759767932497
Chapter IX Diseases of the circulatory system,"Hypertension, essential",IGSF8,Immunoglobulin superfamily member 8,Inverse variance weighted,6,1.00 [0.93-1.07],0.967187808529764
Chapter IX Diseases of the circulatory system,"Hypertension, essential",TSPAN8,Tetraspanin-8,Inverse variance weighted,46,1.00 [0.97-1.03],0.993055895805376
