Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,PALM2,Paralemmin-2,Inverse variance weighted,9,1.08 [1.01-1.15],0.0185792048320364
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,REN,Renin,Inverse variance weighted,12,1.01 [0.95-1.07],0.853788893256506
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,OPTC,Opticin,Inverse variance weighted,25,0.95 [0.90-1.00],0.0413201465897568
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,CRYBB2,Beta-crystallin B2,Inverse variance weighted,31,1.14 [1.05-1.25],0.0023127104005744
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.99 [0.90-1.08],0.817032432510879
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,AREG,Amphiregulin,Inverse variance weighted,7,0.98 [0.89-1.07],0.616936740001783
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.01 [0.95-1.08],0.7634907709132
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.00 [0.91-1.09],0.930085700609229
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.94 [0.87-1.02],0.14696314012173
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.98 [0.81-1.18],0.825375865195573
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.02 [0.89-1.17],0.765272291360271
