Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,ADIPOQ,Adiponectin,Inverse variance weighted,37,1.04 [0.97-1.12],0.306964419250193
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.98 [0.93-1.04],0.56254310072541
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,30,1.04 [0.93-1.17],0.479693883392046
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,24,0.98 [0.91-1.06],0.667332094491278
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,C7,Complement component C7,Inverse variance weighted,60,1.03 [0.99-1.08],0.0934308826097114
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,35,0.99 [0.92-1.06],0.675951339683452
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,41,1.04 [0.98-1.10],0.164286508109087
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.93 [0.81-1.06],0.265469612938519
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Inverse variance weighted,16,0.95 [0.82-1.09],0.450855981476462
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.99 [0.92-1.06],0.791520143821474
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,1.06 [0.99-1.14],0.0874451606107446
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.00 [0.85-1.18],0.988860306136975
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.96 [0.83-1.12],0.616195079092892
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,40,1.04 [0.96-1.12],0.341366406213207
Chapter V Mental and behavioural disorders,Acute alcohol intoxication,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.96 [0.85-1.09],0.555813476854552
