Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,PAEP,Glycodelin,Inverse variance weighted,29,0.99 [0.97-1.02],0.55204002193616
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.99 [0.87-1.12],0.854654258144387
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,LY9,T-lymphocyte surface antigen Ly-9,Inverse variance weighted,36,1.02 [0.99-1.05],0.298447895291313
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,CA4,Carbonic anhydrase 4,Inverse variance weighted,25,1.01 [0.98-1.04],0.627248775263194
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,ELN,Elastin,Inverse variance weighted,12,1.01 [0.90-1.13],0.895144747485892
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,FCRL6,Fc receptor-like protein 6,Inverse variance weighted,41,0.99 [0.97-1.01],0.151830171353868
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,KLRD1,Natural killer cells antigen CD94,Inverse variance weighted,35,1.00 [0.97-1.03],0.917747618775217
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,CD160,CD160 antigen,Inverse variance weighted,36,0.99 [0.96-1.02],0.590704960619992
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,NCS1,Neuronal calcium sensor 1,Inverse variance weighted,18,0.92 [0.87-0.98],0.0107845807568869
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,CRTAM,Cytotoxic and regulatory T-cell molecule,Inverse variance weighted,28,1.01 [0.97-1.04],0.69228409701205
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,SCARA5,Scavenger receptor class A member 5,Inverse variance weighted,15,1.00 [0.95-1.05],0.948613201448795
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,SOST,Sclerostin,Inverse variance weighted,31,1.02 [0.98-1.08],0.329834311149555
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,ITGAM,Integrin alpha-M,Inverse variance weighted,15,0.98 [0.93-1.04],0.485448414951552
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,PRL,Prolactin,Inverse variance weighted,7,0.99 [0.89-1.11],0.889359252118338
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,23,0.98 [0.93-1.02],0.314843292981613
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,FCRL5,Fc receptor-like protein 5,Inverse variance weighted,40,0.98 [0.95-1.01],0.282844570656898
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,1.04 [0.97-1.11],0.276511875053301
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,CD8A,T-cell surface glycoprotein CD8 alpha chain,Inverse variance weighted,14,1.00 [0.95-1.05],0.984792812862077
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,Inverse variance weighted,27,0.98 [0.92-1.04],0.530282790681637
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,19,0.98 [0.93-1.05],0.61099421940151
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,HS3ST3B1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,Inverse variance weighted,22,0.97 [0.94-1.01],0.0971201316108702
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,SEMA7A,Semaphorin-7A,Inverse variance weighted,25,1.00 [0.95-1.05],0.968846971126929
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,SFRP1,Secreted frizzled-related protein 1,Inverse variance weighted,22,1.01 [0.95-1.07],0.820836447219009
"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,ITGB2,Integrin beta-2,Inverse variance weighted,20,1.00 [0.95-1.05],0.864663289210926
