Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,25,1.02 [0.89-1.16],0.79413614820754
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,41,1.03 [0.97-1.09],0.350980678171209
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,TNFSF10,Tumor necrosis factor ligand superfamily member 10,Inverse variance weighted,23,1.00 [0.91-1.10],0.956820086564018
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.92 [0.67-1.25],0.575561113994353
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,FGFBP1,Fibroblast growth factor-binding protein 1,Inverse variance weighted,17,1.07 [0.79-1.45],0.645945765196831
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,TFPI,Tissue factor pathway inhibitor,Inverse variance weighted,46,0.99 [0.93-1.05],0.716405619985129
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.01 [0.95-1.07],0.786788030026119
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,1.05 [0.82-1.35],0.709771193962472
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.03 [0.90-1.18],0.628904217102205
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,0.92 [0.87-0.98],0.0140720808283467
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,0.96 [0.92-1.01],0.101216754504848
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,GUCA2A,Guanylin,Inverse variance weighted,16,1.05 [0.95-1.15],0.376791594566362
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,MMP7,Matrilysin,Inverse variance weighted,15,1.04 [0.97-1.11],0.280242957183426
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,SCG3,Secretogranin-3,Inverse variance weighted,48,1.04 [0.99-1.09],0.0885148752898289
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.07 [0.91-1.26],0.419903792374262
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,PGA4,Pepsin A-4,Inverse variance weighted,9,1.02 [0.86-1.22],0.813811439645759
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,0.82 [0.67-1.01],0.0677740315896914
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,23,1.04 [0.97-1.12],0.304223428876268
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,AGRN,Agrin,Inverse variance weighted,31,0.91 [0.85-0.98],0.0100835277618711
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.17 [0.94-1.44],0.15141447314592
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,1.20 [1.01-1.43],0.034831400840072
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,1.01 [0.86-1.18],0.943692630765694
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,MENT,Protein MENT,Inverse variance weighted,30,1.04 [0.96-1.14],0.350965371557355
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,13,1.25 [1.13-1.38],1.53947875911075e-05
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.91 [0.77-1.07],0.236645427519892
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,NRCAM,Neuronal cell adhesion molecule,Inverse variance weighted,26,0.99 [0.92-1.07],0.846536854655582
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,SIT1,Signaling threshold-regulating transmembrane adapter 1,Inverse variance weighted,7,1.20 [0.87-1.66],0.258465976987356
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,0.96 [0.85-1.08],0.472955892654762
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,MXRA8,Matrix remodeling-associated protein 8,Inverse variance weighted,11,0.95 [0.75-1.19],0.627827937056704
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,1.05 [0.97-1.13],0.228903498449805
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,CTSB,Cathepsin B,Inverse variance weighted,50,0.97 [0.93-1.01],0.108413887616644
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.07 [0.98-1.16],0.124339411134617
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,VWC2,Brorin,Inverse variance weighted,35,1.04 [0.97-1.12],0.256751022126122
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,ADGRG2,Adhesion G-protein coupled receptor G2,Inverse variance weighted,8,0.83 [0.61-1.13],0.242111227083033
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,KDR,Vascular endothelial growth factor receptor 2,Inverse variance weighted,37,0.97 [0.93-1.01],0.182257281981241
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,CD302,CD302 antigen,Inverse variance weighted,17,0.91 [0.85-0.99],0.0184761476388197
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,CXCL9,C-X-C motif chemokine 9,Inverse variance weighted,11,0.97 [0.76-1.23],0.793120495100899
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,CTSL,Cathepsin L1,Inverse variance weighted,29,0.97 [0.88-1.07],0.544683840714169
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,SPON2,Spondin-2,Inverse variance weighted,8,1.05 [0.93-1.17],0.437351928850114
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.03 [0.97-1.08],0.347862470186954
Chapter IX Diseases of the circulatory system,Unstable angina pectoris,AMBP,Protein AMBP,Inverse variance weighted,5,1.02 [0.71-1.45],0.930726632126883
