Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,14,1.03 [0.93-1.15],0.535337808992077
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,CD276,CD276 antigen,Inverse variance weighted,47,1.02 [0.99-1.06],0.25827883982237
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,1.02 [0.95-1.10],0.531533761860714
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,SPON2,Spondin-2,Inverse variance weighted,8,1.01 [0.92-1.10],0.883820230992884
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.02 [0.85-1.22],0.858162214422846
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,SCG2,Secretogranin-2,Inverse variance weighted,3,1.21 [0.92-1.59],0.177993771811968
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.10 [0.90-1.34],0.335923801417359
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,18,0.98 [0.91-1.05],0.555877611289021
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,CGREF1,Cell growth regulator with EF hand domain protein 1,Inverse variance weighted,54,0.99 [0.96-1.03],0.708440450182695
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.02 [0.93-1.12],0.677524000643591
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.03 [0.99-1.08],0.168001456877624
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,BSG,Basigin,Inverse variance weighted,8,1.03 [0.91-1.18],0.621379966867492
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,75,1.00 [0.97-1.03],0.854949370740975
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.93 [0.77-1.11],0.417308606829965
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,MUC13,Mucin-13,Inverse variance weighted,13,0.97 [0.89-1.05],0.445855576472309
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.23 [1.00-1.51],0.0463561884805928
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,1.03 [0.94-1.12],0.566222904308976
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,AREG,Amphiregulin,Inverse variance weighted,7,0.92 [0.81-1.04],0.17830761503534
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,0.98 [0.81-1.17],0.787563508398719
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.05 [0.97-1.14],0.235081986308741
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,REN,Renin,Inverse variance weighted,12,0.97 [0.88-1.06],0.470576899964025
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,PALM2,Paralemmin-2,Inverse variance weighted,9,1.10 [1.00-1.20],0.0403840940748058
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,0.96 [0.87-1.05],0.392531367501856
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.94 [0.79-1.12],0.487421000877901
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.09 [0.79-1.49],0.611546780081964
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,1.03 [0.70-1.50],0.886721071482921
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.08 [0.98-1.18],0.109443352092293
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.98 [0.83-1.16],0.842918839479619
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,LAYN,Layilin,Inverse variance weighted,23,0.99 [0.92-1.07],0.807080939576453
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.24 [0.91-1.70],0.16431602330583
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.91 [0.76-1.08],0.266032227477696
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,0.94 [0.88-1.01],0.0719569652311007
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,NECTIN2,Nectin-2,Inverse variance weighted,8,1.00 [0.88-1.14],0.996849300891588
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.02 [0.87-1.19],0.808352224885414
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,16,1.03 [0.97-1.09],0.399006213543008
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,DSC2,Desmocollin-2,Inverse variance weighted,16,1.01 [0.94-1.09],0.745369647065491
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.11 [0.97-1.27],0.12580325286559
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,1.00 [0.94-1.07],0.975136422341451
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.99 [0.92-1.07],0.876803477364358
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.00 [0.97-1.03],0.942929990215515
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,KLK11,Kallikrein-11,Inverse variance weighted,19,1.02 [0.97-1.07],0.399977081707872
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,CST3,Cystatin-C,Inverse variance weighted,13,1.04 [0.98-1.12],0.210502062255652
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,COLEC12,Collectin-12,Inverse variance weighted,13,1.05 [0.95-1.16],0.311338689813151
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other cataract,AGRN,Agrin,Inverse variance weighted,31,0.96 [0.90-1.02],0.229475490916922
