Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,LGALS9,Galectin-9,Inverse variance weighted,39,0.99 [0.96-1.03],0.669891927888877
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.00 [0.98-1.02],0.741296115589894
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CTSL,Cathepsin L1,Inverse variance weighted,29,1.02 [0.94-1.10],0.676864444623547
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,NECTIN2,Nectin-2,Inverse variance weighted,8,1.04 [0.97-1.12],0.309989520603715
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.99 [0.90-1.08],0.782960849892506
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.01 [0.92-1.10],0.891139216933108
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CD302,CD302 antigen,Inverse variance weighted,17,0.94 [0.89-0.99],0.0294244630738639
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CHGA,Chromogranin-A,Inverse variance weighted,8,1.02 [0.94-1.09],0.676796761187206
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,HGF,Hepatocyte growth factor,Inverse variance weighted,7,1.08 [0.94-1.24],0.260783693836363
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.16 [1.01-1.34],0.035235689386585
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,1.01 [0.97-1.06],0.584674307093534
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CANT1,Soluble calcium-activated nucleotidase 1,Inverse variance weighted,8,1.13 [0.97-1.32],0.118209704212873
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,1.02 [0.99-1.06],0.235886569300068
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,INHBB,Inhibin beta B chain,Inverse variance weighted,16,1.08 [0.94-1.24],0.304134030036089
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.05 [0.90-1.23],0.525561485803819
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,19,1.00 [0.95-1.05],0.994651130695927
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,0.91 [0.78-1.06],0.238979046782762
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.00 [0.91-1.11],0.935786588183489
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,1.02 [0.96-1.08],0.597298304997706
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,RNASE6,Ribonuclease K6,Inverse variance weighted,20,1.02 [0.98-1.06],0.323798324889521
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,CTSZ,Cathepsin Z,Inverse variance weighted,16,1.06 [1.00-1.12],0.0518066548795752
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,NELL1,Protein kinase C-binding protein NELL1,Inverse variance weighted,42,1.02 [0.98-1.05],0.342881018421851
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,AREG,Amphiregulin,Inverse variance weighted,7,0.97 [0.89-1.07],0.585888903013947
Chapter XI Diseases of the digestive system,Diverticular disease of intestine,ITGA11,Integrin alpha-11,Inverse variance weighted,16,0.99 [0.94-1.04],0.603565698120305
