Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,PLTP,Phospholipid transfer protein,Inverse variance weighted,30,0.98 [0.93-1.03],0.37582769537607
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CA14,Carbonic anhydrase 14,Inverse variance weighted,21,0.85 [0.72-0.99],0.040323917827212
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,CNTN1,Contactin-1,Inverse variance weighted,45,1.01 [0.95-1.07],0.813280516855549
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,PZP,Pregnancy zone protein,Inverse variance weighted,12,1.01 [0.84-1.23],0.881117671222496
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,24,0.96 [0.90-1.03],0.226629484828654
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,KIT,Mast/stem cell growth factor receptor Kit,Inverse variance weighted,50,1.04 [0.97-1.10],0.257377905724818
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.99 [0.83-1.17],0.86294010588588
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ENG,Endoglin,Inverse variance weighted,18,1.09 [1.04-1.14],0.0004500726043922
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,NCAM1,Neural cell adhesion molecule 1,Inverse variance weighted,30,1.02 [0.97-1.07],0.443563261630887
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,ART3,Ecto-ADP-ribosyltransferase 3,Inverse variance weighted,22,0.94 [0.86-1.03],0.160667198321277
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",Inverse variance weighted,40,1.05 [1.00-1.09],0.0417688204010312
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,DIPK2B,Divergent protein kinase domain 2B,Inverse variance weighted,9,1.02 [0.84-1.22],0.866823455988838
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,LEFTY2,Left-right determination factor 2,Inverse variance weighted,47,1.00 [0.97-1.04],0.840494916098935
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,MYOC,Myocilin,Inverse variance weighted,32,1.04 [0.95-1.13],0.416956939889561
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,DNER,Delta and Notch-like epidermal growth factor-related receptor,Inverse variance weighted,28,0.97 [0.91-1.03],0.291040274636414
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,NOTCH3,Neurogenic locus notch homolog protein 3,Inverse variance weighted,19,0.88 [0.78-1.00],0.0473905769042721
Chapter XIV Diseases of the genitourinary system,Female genital prolapse,MCAM,Cell surface glycoprotein MUC18,Inverse variance weighted,13,0.96 [0.83-1.11],0.569854477652985
