Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Alcohol dependence,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,1.00 [0.95-1.05],0.883994747970151
Chapter V Mental and behavioural disorders,Alcohol dependence,COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,16,0.97 [0.88-1.07],0.55621538089404
Chapter V Mental and behavioural disorders,Alcohol dependence,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,0.98 [0.91-1.05],0.578287639338725
Chapter V Mental and behavioural disorders,Alcohol dependence,CREG1,Protein CREG1,Inverse variance weighted,24,1.00 [0.94-1.05],0.879183266886025
Chapter V Mental and behavioural disorders,Alcohol dependence,OSCAR,Osteoclast-associated immunoglobulin-like receptor,Inverse variance weighted,31,0.97 [0.93-1.01],0.1153772069931
Chapter V Mental and behavioural disorders,Alcohol dependence,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,13,0.91 [0.72-1.16],0.442785971784984
Chapter V Mental and behavioural disorders,Alcohol dependence,SCGB1A1,Uteroglobin,Inverse variance weighted,49,1.14 [1.06-1.22],0.0002496656827689
Chapter V Mental and behavioural disorders,Alcohol dependence,MEP1B,Meprin A subunit beta,Inverse variance weighted,72,1.03 [0.99-1.06],0.0990661134251952
Chapter V Mental and behavioural disorders,Alcohol dependence,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.92 [0.73-1.17],0.502694549226834
Chapter V Mental and behavioural disorders,Alcohol dependence,SLAMF8,SLAM family member 8,Inverse variance weighted,28,1.00 [0.97-1.04],0.809216284403619
Chapter V Mental and behavioural disorders,Alcohol dependence,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,1.01 [0.95-1.08],0.71227838772603
Chapter V Mental and behavioural disorders,Alcohol dependence,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",Inverse variance weighted,4,0.81 [0.56-1.19],0.289546771781286
Chapter V Mental and behavioural disorders,Alcohol dependence,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.05 [0.92-1.20],0.452601269123966
Chapter V Mental and behavioural disorders,Alcohol dependence,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,0.91 [0.65-1.27],0.590325344790608
Chapter V Mental and behavioural disorders,Alcohol dependence,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,16,1.07 [0.98-1.18],0.146253051448727
Chapter V Mental and behavioural disorders,Alcohol dependence,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.99 [0.96-1.02],0.550134030773051
Chapter V Mental and behavioural disorders,Alcohol dependence,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,Inverse variance weighted,31,1.06 [0.98-1.14],0.132289183102733
Chapter V Mental and behavioural disorders,Alcohol dependence,VWA1,von Willebrand factor A domain-containing protein 1,Inverse variance weighted,12,1.03 [0.97-1.08],0.347442937348561
Chapter V Mental and behavioural disorders,Alcohol dependence,CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,0.98 [0.80-1.21],0.865101412314552
Chapter V Mental and behavioural disorders,Alcohol dependence,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.98 [0.93-1.03],0.437541490454606
Chapter V Mental and behavioural disorders,Alcohol dependence,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,24,1.11 [0.99-1.26],0.0843282972996668
Chapter V Mental and behavioural disorders,Alcohol dependence,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,35,1.07 [1.01-1.14],0.0195826243893554
Chapter V Mental and behavioural disorders,Alcohol dependence,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,31,0.93 [0.87-1.00],0.0629874271157063
Chapter V Mental and behavioural disorders,Alcohol dependence,ADGRG1,Adhesion G-protein coupled receptor G1,Inverse variance weighted,9,0.99 [0.81-1.21],0.910456217588337
Chapter V Mental and behavioural disorders,Alcohol dependence,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,1.06 [1.00-1.14],0.0617724937697782
Chapter V Mental and behavioural disorders,Alcohol dependence,SOD2,"Superoxide dismutase [Mn], mitochondrial",Inverse variance weighted,11,0.83 [0.72-0.95],0.0083474877513
