Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,SCARA5,Scavenger receptor class A member 5,Inverse variance weighted,15,1.05 [0.98-1.14],0.167305000297361
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,FSTL1,Follistatin-related protein 1,Inverse variance weighted,15,0.89 [0.82-0.98],0.0158352466619617
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.99 [0.92-1.06],0.787184902373584
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,AMBP,Protein AMBP,Inverse variance weighted,5,1.08 [0.95-1.22],0.225657073045314
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.96 [0.91-1.01],0.109509662059898
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.09 [0.91-1.31],0.369087389634025
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,1.00 [0.92-1.09],0.936618498409897
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ZBTB17,Zinc finger and BTB domain-containing protein 17,Inverse variance weighted,2,1.28 [1.00-1.63],0.0458661135350221
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,55,1.01 [0.99-1.04],0.356715219072386
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,CCL16,C-C motif chemokine 16,Inverse variance weighted,26,1.02 [0.99-1.05],0.214742411931984
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,MMP3,Stromelysin-1,Inverse variance weighted,35,0.99 [0.94-1.03],0.593176265555245
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,S100P,Protein S100-P,Inverse variance weighted,8,1.00 [0.89-1.13],0.987850187188659
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,FAM3C,Protein FAM3C,Inverse variance weighted,5,0.91 [0.73-1.13],0.400561308417329
