Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",TNFSF11,Tumor necrosis factor ligand superfamily member 11,Inverse variance weighted,20,1.04 [0.98-1.10],0.220435047403326
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",MVK,Mevalonate kinase,Inverse variance weighted,3,0.80 [0.64-1.00],0.0482760052650512
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,1.14 [1.03-1.26],0.0118702292169621
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.08 [0.91-1.28],0.370867011631121
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",HYAL1,Hyaluronidase-1,Inverse variance weighted,23,1.00 [0.94-1.07],0.890505650195208
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",VWC2,Brorin,Inverse variance weighted,35,1.02 [0.97-1.07],0.438963253269031
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",IL7R,Interleukin-7 receptor subunit alpha,Inverse variance weighted,73,0.98 [0.96-1.01],0.190465465322022
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",PLTP,Phospholipid transfer protein,Inverse variance weighted,30,1.01 [0.94-1.07],0.880664640911389
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,0.90 [0.77-1.05],0.188306310099706
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",CLEC4M,C-type lectin domain family 4 member M,Inverse variance weighted,55,1.01 [0.97-1.04],0.738803869436761
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",EPO,Erythropoietin,Inverse variance weighted,14,0.95 [0.85-1.06],0.361847800370971
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",CD302,CD302 antigen,Inverse variance weighted,17,0.95 [0.89-1.03],0.226558197660529
Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,0.92 [0.87-0.98],0.0094112919659502
