Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Venous thromboembolism,XG,Glycoprotein Xg,Inverse variance weighted,2,0.95 [0.67-1.35],0.788342473220563
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.08 [0.99-1.18],0.0909326591184339
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LMNB2,Lamin-B2,Inverse variance weighted,9,0.95 [0.82-1.10],0.472182297006917
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LGALS9,Galectin-9,Inverse variance weighted,39,0.96 [0.91-1.02],0.206783716841385
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,1.05 [0.83-1.33],0.667685299645492
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,1.10 [0.96-1.25],0.157993669952242
Chapter IX Diseases of the circulatory system,Venous thromboembolism,GP1BA,Platelet glycoprotein Ib alpha chain,Inverse variance weighted,26,1.21 [1.07-1.36],0.0017050558864863
Chapter IX Diseases of the circulatory system,Venous thromboembolism,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.03 [0.97-1.09],0.376119861722326
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,5,0.93 [0.70-1.23],0.592099775757325
Chapter IX Diseases of the circulatory system,Venous thromboembolism,PCDH17,Protocadherin-17,Inverse variance weighted,47,1.16 [1.08-1.25],2.55205053978853e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,GM2A,Ganglioside GM2 activator,Inverse variance weighted,26,1.03 [0.99-1.07],0.194662653711746
Chapter IX Diseases of the circulatory system,Venous thromboembolism,PSAP,Prosaposin,Inverse variance weighted,13,1.04 [0.95-1.12],0.405416351021702
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.98 [0.92-1.04],0.524708753129413
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ELN,Elastin,Inverse variance weighted,12,1.11 [0.98-1.27],0.113093681201775
Chapter IX Diseases of the circulatory system,Venous thromboembolism,GAST,Gastrin,Inverse variance weighted,9,0.97 [0.86-1.09],0.588536660967927
Chapter IX Diseases of the circulatory system,Venous thromboembolism,FLRT2,Leucine-rich repeat transmembrane protein FLRT2,Inverse variance weighted,36,1.03 [0.99-1.06],0.126926185659477
