Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,F7,Coagulation factor VII,Inverse variance weighted,30,0.96 [0.91-1.02],0.19775446582787
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,0.92 [0.78-1.09],0.326097053758603
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,LEFTY2,Left-right determination factor 2,Inverse variance weighted,47,1.02 [0.98-1.07],0.376831135334726
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.00 [0.97-1.03],0.996327063317236
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.95 [0.81-1.11],0.519831462010278
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.05 [1.01-1.10],0.0079787562758159
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CA6,Carbonic anhydrase 6,Inverse variance weighted,51,1.00 [0.96-1.04],0.952172952744187
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,30,1.00 [0.93-1.08],0.991044899703972
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SCT,Secretin,Inverse variance weighted,5,1.41 [1.09-1.82],0.0090177674417394
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,1.15 [0.99-1.33],0.0686499940922915
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,BPIFB2,BPI fold-containing family B member 2,Inverse variance weighted,38,0.99 [0.94-1.04],0.707147583738938
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.99 [0.90-1.07],0.737241951744505
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CCL22,C-C motif chemokine 22,Inverse variance weighted,13,1.03 [0.92-1.16],0.590448771092176
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,8,0.94 [0.80-1.10],0.427303345987646
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,0.90 [0.80-1.03],0.120104511371012
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,REG1A,Lithostathine-1-alpha,Inverse variance weighted,26,0.97 [0.92-1.03],0.373622078598455
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,1.01 [0.92-1.10],0.888033554073945
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CA9,Carbonic anhydrase 9,Inverse variance weighted,11,1.04 [0.87-1.24],0.664305057639885
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,1.00 [0.96-1.05],0.955902454032659
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PLTP,Phospholipid transfer protein,Inverse variance weighted,30,1.01 [0.95-1.08],0.716490139344499
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CNTN1,Contactin-1,Inverse variance weighted,45,0.96 [0.90-1.02],0.200469574008433
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,0.95 [0.84-1.08],0.44067222340047
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,5,0.96 [0.80-1.14],0.612025031513564
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,CCL11,Eotaxin,Inverse variance weighted,11,0.96 [0.88-1.05],0.361436410964599
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,0.94 [0.72-1.23],0.674091805885284
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,EFNA4,Ephrin-A4,Inverse variance weighted,5,1.09 [0.78-1.54],0.60837964262209
