Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,A1BG,Alpha-1B-glycoprotein,32292,6968,1.25 [1.07-1.46],0.0050167687900116
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,AAMDC,Mth938 domain-containing protein,31374,6740,0.97 [0.92-1.02],0.2404434123858597
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,AARSD1,Alanyl-tRNA editing protein Aarsd1,36887,7934,1.04 [1.00-1.08],0.0719439667884595
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ABCA2,ATP-binding cassette sub-family A member 2,31206,6718,1.18 [1.09-1.27],1.430460224094664e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ABHD14B,Protein ABHD14B,36656,7887,1.03 [0.99-1.07],0.1298111764827113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ABL1,Tyrosine-protein kinase ABL1,36887,7934,1.08 [1.04-1.12],1.2996051652618872e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ABO,Histo-blood group ABO system transferase,32268,6946,1.01 [0.99-1.03],0.3920478738346908
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ABRAXAS2,BRISC complex subunit Abraxas 2,31206,6718,1.01 [0.97-1.05],0.7647483819872332
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",36190,7780,1.07 [1.04-1.10],3.427704654153804e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",31652,6819,1.02 [0.98-1.06],0.3443235996406346
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",32242,6938,1.00 [0.97-1.03],0.9557550485261356
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACAN,Aggrecan core protein,36703,7897,1.62 [1.49-1.76],5.028214153920176e-30
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACE,Angiotensin-converting enzyme,32268,6946,1.13 [1.02-1.25],0.0194864577386062
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACE2,Angiotensin-converting enzyme 2,36362,7839,1.32 [1.27-1.38],2.753242410755619e-36
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACHE,Acetylcholinesterase,31550,6793,0.79 [0.73-0.86],3.323597621760019e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACOT13,Acyl-coenzyme A thioesterase 13,32130,6918,1.02 [1.00-1.05],0.0638549459561536
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,37041,7979,1.07 [1.02-1.12],0.0068538224037015
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACP1,Low molecular weight phosphotyrosine protein phosphatase,31300,6730,0.94 [0.88-0.99],0.0314278303420221
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACP5,Tartrate-resistant acid phosphatase type 5,37203,8010,1.22 [1.13-1.30],3.79462351261019e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACP6,Lysophosphatidic acid phosphatase type 6,37326,8034,1.07 [1.03-1.11],0.0002340736699324
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACRBP,Acrosin-binding protein,32111,6921,1.09 [1.02-1.17],0.0118992642377581
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACRV1,Acrosomal protein SP-10,31300,6730,1.05 [1.01-1.09],0.0067455317971739
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACSL1,Long-chain-fatty-acid--CoA ligase 1,31206,6718,1.09 [1.02-1.17],0.0140966649889283
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACTA2,"Actin, aortic smooth muscle",36362,7839,1.36 [1.29-1.43],1.2517357028277525e-33
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACTN2,Alpha-actinin-2,31206,6718,1.21 [1.16-1.27],1.788286590868138e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACTN4,Alpha-actinin-4,36385,7834,1.08 [1.01-1.16],0.027817796423108
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACVRL1,Serine/threonine-protein kinase receptor R3,36709,7896,1.93 [1.76-2.12],2.900791960357014e-45
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACY1,Aminoacylase-1,37041,7979,1.00 [0.97-1.04],0.8283577445186231
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,31206,6718,1.14 [1.09-1.20],3.746342677112872e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ACYP1,Acylphosphatase-1,31430,6771,1.02 [0.98-1.07],0.2873605642764326
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADA,Adenosine deaminase,37451,8064,1.21 [1.14-1.29],3.87400533777485e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADA2,Adenosine deaminase 2,36820,7926,1.33 [1.26-1.41],6.328129302179289e-26
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,31300,6730,1.83 [1.69-1.97],2.470418424126833e-56
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,36362,7839,1.12 [1.04-1.21],0.0022852766292194
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,36772,7909,1.11 [1.04-1.19],0.0013210657549126
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,37451,8064,1.12 [1.04-1.19],0.0011753343480372
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,37341,8053,1.40 [1.29-1.52],1.0877760399294504e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,32130,6918,1.73 [1.58-1.88],1.2111888839537595e-34
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,31300,6730,1.13 [1.04-1.23],0.0048478385123893
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,37502,8085,0.68 [0.62-0.75],7.88344569880529e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,36887,7934,1.18 [1.12-1.25],1.5110609448400571e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,36362,7839,1.10 [1.02-1.18],0.0142591222225082
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,31300,6730,1.34 [1.25-1.45],8.329643706707951e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,37145,7993,0.78 [0.74-0.82],1.4980548180567373e-21
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTSL2,ADAMTS-like protein 2,32253,6945,1.34 [1.24-1.45],2.19381028271798e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTSL4,ADAMTS-like protein 4,31374,6740,1.28 [1.14-1.43],2.597236836377068e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADAMTSL5,ADAMTS-like protein 5,32242,6938,0.98 [0.92-1.05],0.5834334482930323
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,36190,7780,0.98 [0.91-1.05],0.5451423199968273
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADD1,Alpha-adducin,31550,6793,0.96 [0.92-0.99],0.021646754028101
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADGRB3,Adhesion G protein-coupled receptor B3,36709,7896,1.09 [1.01-1.16],0.0194945966000063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADGRD1,Adhesion G-protein coupled receptor D1,31550,6793,1.10 [1.03-1.18],0.0073268004987217
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,ADGRE1,Adhesion G protein-coupled receptor E1,32130,6918,1.16 [1.10-1.21],2.614065981763934e-09
