Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,A1BG,Alpha-1B-glycoprotein,34679,490,1.31 [0.79-2.17],0.3019784544664907
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,AAMDC,Mth938 domain-containing protein,33742,475,0.86 [0.73-1.02],0.0832220870863595
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,AARSD1,Alanyl-tRNA editing protein Aarsd1,39649,553,0.96 [0.83-1.10],0.5148257712770549
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ABCA2,ATP-binding cassette sub-family A member 2,33487,470,1.08 [0.84-1.37],0.5576596594891368
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ABHD14B,Protein ABHD14B,39423,555,0.95 [0.83-1.08],0.4315617772454543
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ABL1,Tyrosine-protein kinase ABL1,39649,553,1.01 [0.90-1.13],0.8766380631114992
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ABO,Histo-blood group ABO system transferase,34673,485,1.05 [0.99-1.11],0.1362649943292199
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ABRAXAS2,BRISC complex subunit Abraxas 2,33487,470,1.01 [0.88-1.16],0.8713465523473999
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",38907,548,1.03 [0.94-1.13],0.5560603536915683
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",34018,479,0.96 [0.84-1.10],0.5852286863404494
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",34647,488,0.98 [0.89-1.08],0.7106209267295892
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACAN,Aggrecan core protein,39419,550,2.00 [1.53-2.62],4.154286296454372e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACE,Angiotensin-converting enzyme,34673,485,1.49 [1.08-2.07],0.0163293070262317
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACE2,Angiotensin-converting enzyme 2,39087,551,1.34 [1.18-1.53],9.819973622126855e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACHE,Acetylcholinesterase,33890,480,0.70 [0.53-0.91],0.0092854555817573
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACOT13,Acyl-coenzyme A thioesterase 13,34506,483,0.99 [0.91-1.07],0.7385275283701955
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,39811,556,1.04 [0.89-1.20],0.6326754800187511
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACP1,Low molecular weight phosphotyrosine protein phosphatase,33632,475,0.93 [0.76-1.13],0.4501158009994477
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACP5,Tartrate-resistant acid phosphatase type 5,39987,557,1.38 [1.10-1.73],0.0058968242021032
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACP6,Lysophosphatidic acid phosphatase type 6,40127,559,0.99 [0.88-1.10],0.804079577022718
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACRBP,Acrosin-binding protein,34498,485,1.05 [0.84-1.31],0.6541017829532108
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACRV1,Acrosomal protein SP-10,33632,475,1.11 [0.99-1.24],0.0759288996596018
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACSL1,Long-chain-fatty-acid--CoA ligase 1,33487,470,1.12 [0.89-1.41],0.3174841493938817
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACTA2,"Actin, aortic smooth muscle",39087,551,1.20 [1.02-1.40],0.0242019199213276
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACTN2,Alpha-actinin-2,33487,470,1.16 [1.01-1.34],0.0350365914039419
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACTN4,Alpha-actinin-4,39078,549,1.18 [0.96-1.46],0.1190262910696116
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACVRL1,Serine/threonine-protein kinase receptor R3,39473,554,1.85 [1.39-2.45],2.4144512343967173e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACY1,Aminoacylase-1,39811,556,1.01 [0.90-1.14],0.8605702882081381
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,33487,470,1.02 [0.88-1.20],0.7594107150442826
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ACYP1,Acylphosphatase-1,33756,479,1.04 [0.91-1.19],0.5748328502566108
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADA,Adenosine deaminase,40269,563,1.32 [1.08-1.61],0.00673490683237
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADA2,Adenosine deaminase 2,39600,554,1.68 [1.43-1.99],7.940176392096054e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,33632,475,1.68 [1.44-1.97],5.842676628913888e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,39087,551,1.26 [0.99-1.61],0.0648609906703549
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,39542,555,1.10 [0.89-1.36],0.3927137228819976
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,40269,563,1.12 [0.90-1.39],0.321132287098161
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,40115,563,1.65 [1.28-2.13],9.433961919759442e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,34506,483,1.88 [1.45-2.45],2.293308381324214e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,33632,475,1.20 [0.92-1.56],0.1742354390996129
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,40305,563,0.82 [0.60-1.12],0.2036118312886162
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,39649,553,1.40 [1.16-1.67],0.0003381009607004
