Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,A1BG,Alpha-1B-glycoprotein,40292,1638,1.53 [1.15-2.03],0.0031489037109912
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,AAMDC,Mth938 domain-containing protein,39170,1583,0.93 [0.85-1.03],0.1490904964227431
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,AARSD1,Alanyl-tRNA editing protein Aarsd1,46001,1848,1.03 [0.96-1.11],0.402039787199967
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ABCA2,ATP-binding cassette sub-family A member 2,38915,1576,1.28 [1.12-1.46],0.0001994360875674
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ABHD14B,Protein ABHD14B,45719,1828,0.96 [0.89-1.04],0.2970683029015281
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ABL1,Tyrosine-protein kinase ABL1,46001,1848,1.02 [0.96-1.08],0.5508444644361219
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ABO,Histo-blood group ABO system transferase,40261,1633,0.99 [0.95-1.02],0.4303314064756938
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ABRAXAS2,BRISC complex subunit Abraxas 2,38915,1576,0.93 [0.86-1.00],0.0654175406430464
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",45126,1810,1.05 [1.00-1.11],0.0510178028245244
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",39512,1611,1.06 [0.99-1.13],0.0896702462993866
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",40229,1635,0.91 [0.87-0.97],0.0016045131328694
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACAN,Aggrecan core protein,45769,1843,1.63 [1.40-1.89],1.6115898017786743e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACE,Angiotensin-converting enzyme,40261,1633,1.19 [0.99-1.43],0.057091659215856
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACE2,Angiotensin-converting enzyme 2,45346,1831,1.35 [1.26-1.45],3.2687688492540163e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACHE,Acetylcholinesterase,39361,1596,0.80 [0.69-0.93],0.0033328363760555
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACOT13,Acyl-coenzyme A thioesterase 13,40075,1622,0.96 [0.92-1.01],0.0952033218274719
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,46203,1857,1.01 [0.93-1.10],0.8794178344803796
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACP1,Low molecular weight phosphotyrosine protein phosphatase,39074,1582,0.88 [0.79-0.99],0.029981973057118
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACP5,Tartrate-resistant acid phosphatase type 5,46414,1862,1.24 [1.09-1.40],0.000881940607644
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACP6,Lysophosphatidic acid phosphatase type 6,46544,1871,1.03 [0.97-1.10],0.2997604237091951
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACRBP,Acrosin-binding protein,40061,1625,0.96 [0.85-1.09],0.536777421312152
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACRV1,Acrosomal protein SP-10,39074,1582,1.04 [0.98-1.11],0.2319300623353849
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACSL1,Long-chain-fatty-acid--CoA ligase 1,38915,1576,1.14 [1.00-1.29],0.0460132330311006
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACTA2,"Actin, aortic smooth muscle",45346,1831,1.20 [1.10-1.31],2.717621312767977e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACTN2,Alpha-actinin-2,38915,1576,1.22 [1.13-1.31],4.652366597126426e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACTN4,Alpha-actinin-4,45342,1819,0.99 [0.86-1.13],0.8250052095062876
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACVRL1,Serine/threonine-protein kinase receptor R3,45784,1833,1.62 [1.38-1.89],1.6990904007046875e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACY1,Aminoacylase-1,46203,1857,0.99 [0.92-1.05],0.6907039761753119
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,38915,1576,1.11 [1.02-1.21],0.0179749840703592
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ACYP1,Acylphosphatase-1,39213,1590,1.01 [0.94-1.09],0.7979153677381369
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADA,Adenosine deaminase,46727,1884,1.21 [1.08-1.36],0.0008404480953474
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADA2,Adenosine deaminase 2,45933,1857,1.16 [1.05-1.27],0.0030707539139533
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,39074,1582,1.66 [1.49-1.85],1.9713612249481088e-19
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,45346,1831,1.10 [0.96-1.27],0.1571863848794856
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,45864,1835,1.25 [1.11-1.40],0.0002576034843519
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,46727,1884,1.08 [0.96-1.21],0.2237465466705841
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,46559,1875,1.27 [1.10-1.47],0.0009541075655978
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,40075,1622,1.55 [1.33-1.81],1.2900679237471998e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,39074,1582,1.20 [1.03-1.39],0.0180364645674102
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,46783,1883,0.74 [0.62-0.88],0.0005881776714843
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,46001,1848,1.27 [1.15-1.40],2.046008521472603e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,45346,1831,1.28 [1.14-1.43],1.9439906416572385e-05
