Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,A1BG,Alpha-1B-glycoprotein,35796,3614,1.90 [1.55-2.31],3.239779103981389e-10
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,AAMDC,Mth938 domain-containing protein,34809,3532,1.04 [0.98-1.11],0.1856515495680524
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,AARSD1,Alanyl-tRNA editing protein Aarsd1,40854,4113,1.11 [1.05-1.16],0.0001695434260915
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ABCA2,ATP-binding cassette sub-family A member 2,34587,3492,1.18 [1.08-1.30],0.0004741341301325
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ABHD14B,Protein ABHD14B,40572,4073,1.04 [0.99-1.10],0.1083330663039512
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ABL1,Tyrosine-protein kinase ABL1,40854,4113,1.10 [1.05-1.15],1.1252389038894603e-05
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ABO,Histo-blood group ABO system transferase,35770,3614,0.99 [0.97-1.01],0.3638770005953038
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ABRAXAS2,BRISC complex subunit Abraxas 2,34587,3492,1.05 [1.00-1.11],0.0663630183875444
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",40088,4012,1.09 [1.05-1.13],3.854523099761598e-06
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",35078,3550,1.00 [0.95-1.05],0.971004852497963
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",35747,3611,1.05 [1.01-1.09],0.0064902976426142
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACAN,Aggrecan core protein,40661,4114,0.86 [0.77-0.95],0.0039587630319289
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACE,Angiotensin-converting enzyme,35770,3614,1.17 [1.03-1.33],0.0193676902261335
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACE2,Angiotensin-converting enzyme 2,40292,4053,1.28 [1.21-1.35],1.5830495750510597e-19
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACHE,Acetylcholinesterase,34948,3531,0.74 [0.67-0.83],3.82760397374637e-08
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACOT13,Acyl-coenzyme A thioesterase 13,35578,3600,1.07 [1.04-1.10],4.681397498553512e-06
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,41036,4134,1.11 [1.05-1.17],0.0004433689900973
Chapter X Diseases of the respiratory system,Diseases of the respiratory system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,34718,3516,0.91 [0.84-0.98],0.0136252368096311
