Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,A1BG,Alpha-1B-glycoprotein,42073,996,0.87 [0.62-1.24],0.4535981968280685
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,AAMDC,Mth938 domain-containing protein,40925,968,0.86 [0.77-0.97],0.0151202518566949
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,AARSD1,Alanyl-tRNA editing protein Aarsd1,48054,1151,0.95 [0.87-1.05],0.3347001840173298
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABCA2,ATP-binding cassette sub-family A member 2,40647,972,1.16 [0.98-1.37],0.0748658686233062
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABHD14B,Protein ABHD14B,47749,1145,0.95 [0.86-1.04],0.2450235925945901
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABL1,Tyrosine-protein kinase ABL1,48054,1151,1.03 [0.95-1.11],0.5241602724695715
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABO,Histo-blood group ABO system transferase,42035,999,1.04 [0.99-1.08],0.1017659272613968
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ABRAXAS2,BRISC complex subunit Abraxas 2,40647,972,1.00 [0.91-1.10],0.9450684532652872
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",47136,1137,1.05 [0.98-1.12],0.1506108562902108
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",41249,968,1.03 [0.95-1.12],0.4928717498755324
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",42007,996,1.01 [0.94-1.08],0.8827233984716649
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACAN,Aggrecan core protein,47823,1150,1.27 [1.06-1.54],0.0112777546369818
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACE,Angiotensin-converting enzyme,42035,999,0.96 [0.76-1.21],0.7303157987027106
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACE2,Angiotensin-converting enzyme 2,47391,1135,1.06 [0.96-1.17],0.2432066085452486
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACHE,Acetylcholinesterase,41098,978,0.91 [0.75-1.09],0.3019892559555703
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACOT13,Acyl-coenzyme A thioesterase 13,41828,985,1.01 [0.95-1.06],0.8281985953154625
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,48271,1160,1.05 [0.94-1.16],0.3737691029903696
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACP1,Low molecular weight phosphotyrosine protein phosphatase,40800,969,0.91 [0.79-1.05],0.1965548414638672
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACP5,Tartrate-resistant acid phosphatase type 5,48485,1162,1.20 [1.02-1.41],0.0236307639312341
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACP6,Lysophosphatidic acid phosphatase type 6,48613,1168,1.07 [0.99-1.16],0.09240348792145
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACRBP,Acrosin-binding protein,41808,989,0.96 [0.82-1.13],0.6226837760492534
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACRV1,Acrosomal protein SP-10,40800,969,0.98 [0.90-1.07],0.6398600005993013
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACSL1,Long-chain-fatty-acid--CoA ligase 1,40647,972,1.10 [0.94-1.29],0.2378015992421369
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACTA2,"Actin, aortic smooth muscle",47391,1135,1.26 [1.13-1.40],2.069672678373053e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACTN2,Alpha-actinin-2,40647,972,1.07 [0.96-1.18],0.2149409179869557
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACTN4,Alpha-actinin-4,47343,1140,1.08 [0.92-1.26],0.3685138187454121
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACVRL1,Serine/threonine-protein kinase receptor R3,47820,1146,1.90 [1.56-2.31],2.0482268930257007e-10
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACY1,Aminoacylase-1,48271,1160,0.98 [0.90-1.06],0.5912727551656121
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,40647,972,1.06 [0.95-1.18],0.3353812439473131
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ACYP1,Acylphosphatase-1,40944,974,0.90 [0.82-0.99],0.0371887429892972
