Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",A1BG,Alpha-1B-glycoprotein,41023,2016,1.54 [1.17-2.02],0.0017693264686155
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",AAMDC,Mth938 domain-containing protein,39862,1948,0.90 [0.83-0.99],0.0239852606898647
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",AARSD1,Alanyl-tRNA editing protein Aarsd1,46859,2389,1.02 [0.95-1.09],0.5712613130647917
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ABCA2,ATP-binding cassette sub-family A member 2,39638,1957,1.22 [1.07-1.38],0.0019795087239487
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ABHD14B,Protein ABHD14B,46569,2377,0.88 [0.82-0.94],0.0001728250997207
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ABL1,Tyrosine-protein kinase ABL1,46859,2389,1.00 [0.94-1.06],0.98680485076178
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ABO,Histo-blood group ABO system transferase,40991,2017,1.01 [0.98-1.04],0.4474315240082668
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ABRAXAS2,BRISC complex subunit Abraxas 2,39638,1957,0.95 [0.88-1.02],0.1518985033401854
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",45959,2358,1.19 [1.14-1.25],2.847017907667925e-14
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",40211,1979,0.99 [0.93-1.06],0.7890846551917927
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",40959,2011,0.93 [0.88-0.98],0.0066865136389734
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACAN,Aggrecan core protein,46631,2389,0.51 [0.45-0.59],2.219690460460956e-21
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACE,Angiotensin-converting enzyme,40991,2017,3.02 [2.56-3.56],7.071890661412512e-39
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACE2,Angiotensin-converting enzyme 2,46206,2360,1.61 [1.51-1.71],4.540094533384624e-51
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACHE,Acetylcholinesterase,40075,1965,1.24 [1.09-1.41],0.0013858114638385
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACOT13,Acyl-coenzyme A thioesterase 13,40781,2014,0.98 [0.94-1.02],0.3350475031267905
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,47068,2412,1.00 [0.93-1.08],0.946282324033719
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACP1,Low molecular weight phosphotyrosine protein phosphatase,39772,1960,0.86 [0.77-0.95],0.0041475802195614
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACP5,Tartrate-resistant acid phosphatase type 5,47289,2421,0.89 [0.79-1.00],0.0539786898117545
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACP6,Lysophosphatidic acid phosphatase type 6,47395,2421,0.89 [0.85-0.94],4.2020384103921576e-05
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACRBP,Acrosin-binding protein,40760,2014,0.90 [0.80-1.02],0.0941318609072372
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACRV1,Acrosomal protein SP-10,39772,1960,1.13 [1.07-1.18],2.2247390685324287e-06
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACSL1,Long-chain-fatty-acid--CoA ligase 1,39638,1957,1.08 [0.96-1.22],0.2136731340511604
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACTA2,"Actin, aortic smooth muscle",46206,2360,1.28 [1.19-1.39],7.267553129301744e-10
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACTN2,Alpha-actinin-2,39638,1957,1.06 [0.98-1.14],0.1650761171204977
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACTN4,Alpha-actinin-4,46173,2355,0.87 [0.76-0.99],0.0351941092539754
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACVRL1,Serine/threonine-protein kinase receptor R3,46642,2381,2.25 [1.96-2.58],2.042769392569451e-31
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACY1,Aminoacylase-1,47068,2412,1.13 [1.07-1.20],3.834014011310461e-05
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,39638,1957,1.76 [1.63-1.89],5.94839140403714e-50
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ACYP1,Acylphosphatase-1,39923,1959,0.97 [0.90-1.04],0.3282858690858097
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADA,Adenosine deaminase,47592,2425,1.28 [1.16-1.42],1.6594227716972028e-06
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADA2,Adenosine deaminase 2,46792,2387,1.75 [1.61-1.90],8.907756837606218e-40
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,39772,1960,1.77 [1.59-1.98],8.117593172799782e-24
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,46206,2360,1.31 [1.16-1.49],1.7566252176832656e-05
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,46720,2384,1.07 [0.96-1.18],0.2401903828862809
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,47592,2425,1.05 [0.94-1.17],0.3617108224850913
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,47418,2424,1.39 [1.23-1.58],3.279329402656777e-07
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,40781,2014,1.58 [1.37-1.82],2.6916782454747755e-10
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,39772,1960,1.34 [1.17-1.54],2.1691940773908e-05
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,47656,2439,0.97 [0.82-1.13],0.6674847188005968
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,46859,2389,1.26 [1.15-1.38],1.1750929103955223e-06
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,46206,2360,1.23 [1.10-1.36],0.0001432943604673
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,39772,1960,1.16 [1.02-1.32],0.021286570575698
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,47208,2406,0.92 [0.85-1.00],0.061763297179095
Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",ADAMTSL2,ADAMTS-like protein 2,40963,2017,2.14 [1.91-2.41],4.6756186782383804e-38
