Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,A1BG,Alpha-1B-glycoprotein,31332,269,1.20 [0.61-2.38],0.597870841434947
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,AAMDC,Mth938 domain-containing protein,30480,257,1.05 [0.84-1.32],0.66895884129139
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,AARSD1,Alanyl-tRNA editing protein Aarsd1,35782,303,1.34 [1.13-1.60],0.0009475527563329
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ABCA2,ATP-binding cassette sub-family A member 2,30278,262,1.34 [0.99-1.80],0.0541642661125228
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ABHD14B,Protein ABHD14B,35580,301,1.27 [1.07-1.51],0.0069065610127185
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ABL1,Tyrosine-protein kinase ABL1,35782,303,1.26 [1.09-1.45],0.0013268968273666
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ABO,Histo-blood group ABO system transferase,31312,266,1.03 [0.95-1.11],0.5124097040508828
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ABRAXAS2,BRISC complex subunit Abraxas 2,30278,262,1.30 [1.09-1.55],0.0032531086567821
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",35129,299,1.20 [1.07-1.35],0.0023727706555538
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",30722,257,1.02 [0.86-1.21],0.8138938739688839
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",31292,265,1.14 [1.00-1.29],0.0451635842358723
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACAN,Aggrecan core protein,35608,293,2.64 [1.82-3.83],3.066479448550165e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACE,Angiotensin-converting enzyme,31312,266,0.85 [0.55-1.33],0.4825672275121443
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACE2,Angiotensin-converting enzyme 2,35286,297,1.63 [1.37-1.93],2.5991353360547883e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACHE,Acetylcholinesterase,30606,263,0.45 [0.31-0.66],4.206074368583988e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACOT13,Acyl-coenzyme A thioesterase 13,31163,262,1.23 [1.11-1.36],0.000132676695101
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,35935,296,1.29 [1.07-1.56],0.0090755578548932
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,30364,258,0.95 [0.73-1.25],0.7319313747323855
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACP5,Tartrate-resistant acid phosphatase type 5,36103,298,1.95 [1.47-2.59],4.1406269869459554e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACP6,Lysophosphatidic acid phosphatase type 6,36220,306,1.26 [1.07-1.49],0.006247795058697
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACRBP,Acrosin-binding protein,31141,259,1.49 [1.18-1.88],0.0008994567635218
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACRV1,Acrosomal protein SP-10,30364,258,1.15 [0.96-1.38],0.12975131477655
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,30278,262,0.96 [0.69-1.33],0.8073085490322378
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACTA2,"Actin, aortic smooth muscle",35286,297,1.84 [1.60-2.12],2.209979073786724e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACTN2,Alpha-actinin-2,30278,262,1.12 [0.91-1.37],0.2779735153395932
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACTN4,Alpha-actinin-4,35298,299,1.63 [1.32-2.01],4.749558339182253e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACVRL1,Serine/threonine-protein kinase receptor R3,35628,301,5.91 [4.30-8.11],4.474168084022623e-28
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACY1,Aminoacylase-1,35935,296,0.95 [0.80-1.13],0.5581097328053621
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,30278,262,1.38 [1.13-1.68],0.0014311914314877
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ACYP1,Acylphosphatase-1,30489,263,1.24 [1.04-1.47],0.0189815519259372
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADA,Adenosine deaminase,36335,306,1.12 [0.85-1.49],0.416189386716325
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADA2,Adenosine deaminase 2,35716,296,3.46 [2.83-4.22],4.5897471943897345e-34
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,30364,258,2.10 [1.78-2.48],2.274359230784157e-18
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,35286,297,1.64 [1.18-2.28],0.0033711051320226
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,35688,302,1.73 [1.29-2.31],0.0002240861681293
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,36335,306,1.22 [0.90-1.64],0.2000445940938043
