Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Angina pectoris,A1BG,Alpha-1B-glycoprotein,40207,1200,1.47 [1.04-2.06],0.0279890857318271
Chapter IX Diseases of the circulatory system,Angina pectoris,AAMDC,Mth938 domain-containing protein,39084,1170,0.86 [0.77-0.97],0.0100536794363822
Chapter IX Diseases of the circulatory system,Angina pectoris,AARSD1,Alanyl-tRNA editing protein Aarsd1,45909,1439,1.00 [0.91-1.09],0.9307345225433886
Chapter IX Diseases of the circulatory system,Angina pectoris,ABCA2,ATP-binding cassette sub-family A member 2,38852,1171,1.14 [0.98-1.34],0.0950120953910083
Chapter IX Diseases of the circulatory system,Angina pectoris,ABHD14B,Protein ABHD14B,45614,1422,0.85 [0.78-0.93],0.0003869999340691
Chapter IX Diseases of the circulatory system,Angina pectoris,ABL1,Tyrosine-protein kinase ABL1,45909,1439,0.99 [0.92-1.06],0.7279532554491959
Chapter IX Diseases of the circulatory system,Angina pectoris,ABO,Histo-blood group ABO system transferase,40176,1202,1.02 [0.98-1.06],0.2442235078022503
Chapter IX Diseases of the circulatory system,Angina pectoris,ABRAXAS2,BRISC complex subunit Abraxas 2,38852,1171,0.91 [0.83-1.00],0.0415728612518485
Chapter IX Diseases of the circulatory system,Angina pectoris,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",45017,1416,1.16 [1.10-1.23],2.326908598798597e-07
Chapter IX Diseases of the circulatory system,Angina pectoris,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",39408,1176,0.97 [0.88-1.05],0.4316893163167231
Chapter IX Diseases of the circulatory system,Angina pectoris,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",40151,1203,0.91 [0.85-0.97],0.0033618775717182
Chapter IX Diseases of the circulatory system,Angina pectoris,ACAN,Aggrecan core protein,45673,1431,0.56 [0.47-0.67],1.2815066792698915e-10
