Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23347,33,5.67 [3.29-9.77],4.431663493816263e-10
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",ADGRG1,Adhesion G-protein coupled receptor G1,26789,40,2.21 [1.71-2.85],8.75912855723356e-10
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",ARSA,Arylsulfatase A,26914,41,3.06 [2.17-4.30],1.3572248260931372e-10
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",C7,Complement component C7,22944,34,18.49 [8.24-41.47],1.469993925253933e-12
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",DSC2,Desmocollin-2,26636,41,3.06 [2.16-4.35],3.4614671798612675e-10
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",EDA2R,Tumor necrosis factor receptor superfamily member 27,27128,41,4.62 [2.98-7.16],8.171136971324566e-12
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",FGFR2,Fibroblast growth factor receptor 2,26998,42,23.29 [9.48-57.25],6.8655152166489215e-12
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",ICAM1,Intercellular adhesion molecule 1,26771,42,5.48 [3.33-9.02],2.0975065375795302e-11
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",IGFBPL1,Insulin-like growth factor-binding protein-like 1,26895,41,6.44 [3.96-10.49],6.31568008223362e-14
Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",SDC1,Syndecan-1,26895,41,2.98 [2.15-4.14],5.4359617391676856e-11
