Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD209,CD209 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,45861,1599,0.75 [0.67-0.84],1.3907921721313548e-06
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,41677,2374,0.66 [0.59-0.73],3.6869741204240356e-16
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,47803,1118,0.71 [0.62-0.82],3.299640552084444e-06
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,47766,1081,0.70 [0.60-0.81],1.1679862501426314e-06
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,47751,375,0.57 [0.44-0.76],7.148890193338696e-05
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",47754,371,0.57 [0.43-0.75],6.874670243049811e-05
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,41331,2028,0.63 [0.56-0.70],9.595300509611234e-17
CD209,CD209 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,41179,1876,0.63 [0.56-0.70],5.42855698674092e-16
CD209,CD209 antigen,Chapter VI Diseases of the nervous system,Neurological diseases,44117,2962,0.81 [0.74-0.88],1.3853739744087338e-06
CD209,CD209 antigen,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,40056,265,0.46 [0.34-0.62],2.233910637076413e-07
CD209,CD209 antigen,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,51325,210,0.46 [0.33-0.63],2.855004633635045e-06
CD209,CD209 antigen,Chapter VI Diseases of the nervous system,Other neurological diseases,50624,247,0.51 [0.38-0.69],1.1986511633788625e-05
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,36517,6593,0.71 [0.66-0.76],1.292236624513e-22
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,"Hypertension, essential",38438,4546,0.73 [0.67-0.79],4.00107807653155e-15
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Hypertension,38506,4614,0.73 [0.68-0.79],8.77803913051374e-15
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",47184,2409,0.62 [0.56-0.69],3.4673098270970303e-20
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Angina pectoris,46220,1445,0.63 [0.56-0.72],1.7551729590645662e-12
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,49974,965,0.63 [0.54-0.73],2.4039874100796558e-09
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",45375,600,0.55 [0.46-0.67],3.613958000066666e-09
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,46654,1914,0.60 [0.53-0.67],4.822852076484944e-19
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Venous thromboembolism,50166,452,1.55 [1.25-1.92],5.2247545254404097e-05
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,28437,237,0.51 [0.37-0.69],1.9640730398943748e-05
CD209,CD209 antigen,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,29082,882,0.58 [0.49-0.68],1.8016903907428038e-10
CD209,CD209 antigen,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,41157,4139,0.86 [0.79-0.92],5.214074937912231e-05
CD209,CD209 antigen,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,35073,11685,0.87 [0.83-0.92],6.144721586856787e-07
CD209,CD209 antigen,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",43021,4362,0.83 [0.77-0.89],8.569035198514624e-07
CD209,CD209 antigen,Chapter XI Diseases of the digestive system,Other diseases of intestines,40375,4022,0.86 [0.80-0.93],9.63776894720432e-05
CD209,CD209 antigen,Chapter XI Diseases of the digestive system,Other diseases of anus and rectum,38117,1764,0.76 [0.68-0.85],1.5796891885055877e-06
CD209,CD209 antigen,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,40917,8532,0.89 [0.84-0.94],7.911985251929629e-05
CD209,CD209 antigen,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,46534,140,2.51 [1.73-3.63],1.212830433760338e-06
CD209,CD209 antigen,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,46529,135,2.45 [1.68-3.57],3.230975327311644e-06
CD209,CD209 antigen,Chapter XIV Diseases of the genitourinary system,Menorrhagia,21631,879,0.71 [0.60-0.83],2.273116303812005e-05
