"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","15/154","125/10891",2.16511032723663e-10,5.21025086984159e-08,4.5263434950431e-08,"CHGB/CHRDL1/CKAP4/CSF1/CST3/FSTL3/IGFBP4/IGFBP6/LGALS1/PENK/SCG2/SHISA5/SPP1/TGOLN2/TIMP1",15
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","14/154","108/10891",3.13870534327806e-10,5.21025086984159e-08,4.5263434950431e-08,"CHGB/CHRDL1/CKAP4/CSF1/CST3/FSTL3/IGFBP4/LGALS1/PENK/SCG2/SHISA5/SPP1/TGOLN2/TIMP1",14
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","15/154","134/10891",5.85600747004852e-10,6.4806482668537e-08,5.62998612909928e-08,"CD160/CD300C/CD300E/CD300LF/CD300LG/CD99/CDH1/COLEC12/HLA-E/KLRB1/LAIR1/LILRB4/NCR1/NECTIN2/NPDC1",15
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","8/154","29/10891",4.44432476055986e-09,3.68878955126468e-07,3.20459206419316e-07,"CD27/EDA2R/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF6B/TNFRSF9",8
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","11/154","102/10891",1.86334049426956e-07,1.23725808819499e-05,1.07485325353655e-05,"CD27/EDA2R/LTBR/TNFRSF11A/TNFRSF12A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF6B/TNFRSF9",11
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","8/154","85/10891",2.55179132788579e-05,0.00141199120143014,0.00122665056814159,"AGRN/BSG/CDH1/COL18A1/COL6A3/HSPG2/JAM2/SPP1",8
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","19/154","482/10891",4.83959395955433e-05,0.00229535027796006,0.00199405826303442,"B4GALT1/CD55/CD59/CKAP4/CLEC4D/CLEC5A/CST3/CTSZ/LAIR1/LCN2/NPC2/PGLYRP1/PLAUR/PTPRN2/QPCT/RETN/RNASET2/SIRPB1/TNFRSF1B",19
"R-HSA-3928665","R-HSA-3928665","EPH-ephrin mediated repulsion of cells","6/154","51/10891",7.72302495415825e-05,0.00320505535597567,0.00278435373347284,"EFNA1/EFNA4/EPHA1/EPHA2/EPHB4/EPHB6",6
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","9/154","137/10891",0.000137324329352207,0.00506574192721473,0.00440080306929879,"BSG/CD74/CD99/CD99L2/ESAM/JAM2/THBD/TNFRSF10A/TNFRSF10B",9
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","13/154","300/10891",0.000327187032988,0.0107498939321793,0.00933884254095479,"ADAM12/AGRN/BSG/CDH1/COL18A1/COL6A3/EFEMP1/HSPG2/JAM2/MFAP5/MMP7/SPP1/TIMP1",13
"R-HSA-3371378","R-HSA-3371378","Regulation by c-FLIP","3/154","11/10891",0.000420929581681721,0.0107498939321793,0.00933884254095479,"FAS/TNFRSF10A/TNFRSF10B",3
"R-HSA-5218900","R-HSA-5218900","CASP8 activity is inhibited","3/154","11/10891",0.000420929581681721,0.0107498939321793,0.00933884254095479,"FAS/TNFRSF10A/TNFRSF10B",3
"R-HSA-69416","R-HSA-69416","Dimerization of procaspase-8","3/154","11/10891",0.000420929581681721,0.0107498939321793,0.00933884254095479,"FAS/TNFRSF10A/TNFRSF10B",3
