"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-198933","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","28/272","134/10891",1.83472843390753e-18,1.18706929673817e-15,1.04482956078313e-15,"B2M/CD300A/CD300C/CD300E/CD300LF/CD300LG/CD99/COLEC12/CRTAM/CXADR/HLA-E/ICAM1/KLRB1/LAIR1/LILRA5/LILRB4/NCR1/NCR3LG1/NECTIN2/NPDC1/OSCAR/PILRA/PILRB/SIGLEC1/SIGLEC10/SIGLEC8/TREM2/VCAM1",28
"R-HSA-381426","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","23/272","125/10891",4.27146693014065e-14,1.3818195519005e-11,1.21624400484531e-11,"CHRDL1/CKAP4/CSF1/CST3/FAM20A/FGA/FGF23/FSTL1/FSTL3/IGFBP2/IGFBP4/IGFBP6/IGFBP7/IL6/LGALS1/MATN3/PENK/SHISA5/SPP1/TGOLN2/TIMP1/TNC/VCAN",23
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","21/272","108/10891",1.81238252857118e-13,3.9087049866185e-11,3.44034718581406e-11,"CHRDL1/CKAP4/CSF1/CST3/FAM20A/FGA/FGF23/FSTL1/FSTL3/IGFBP4/IGFBP7/IL6/LGALS1/MATN3/PENK/SHISA5/SPP1/TGOLN2/TIMP1/TNC/VCAN",21
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","11/272","29/10891",4.47787764624007e-11,7.24296709279331e-09,6.37508370162072e-09,"CD27/EDA2R/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF6B/TNFRSF8/TNFRSF9/TNFSF13/TNFSF13B",11
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","30/272","300/10891",7.61573057701931e-11,9.85475536666298e-09,8.67391629929989e-09,"ADAM12/ADAM8/ADAM9/AGRN/BSG/CEACAM8/COL15A1/COL18A1/COL6A3/COL9A1/CTSL/CTSV/EFEMP1/ELN/FBLN2/FGA/HSPG2/ICAM1/ITGAV/JAM2/LTBP2/MATN3/MMP12/MMP7/SDC1/SPP1/TIMP1/TNC/VCAM1/VCAN",30
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","38/272","482/10891",2.39853292282913e-10,2.58641800178408e-08,2.27650230043958e-08,"ADA2/ADAM8/B2M/B4GALT1/BST2/CANT1/CD14/CD300A/CD59/CD93/CEACAM8/CFD/CKAP4/CLEC4D/CLEC5A/CST3/CSTB/CTSZ/GM2A/GRN/ITGAV/LAIR1/LCN2/LRG1/NPC2/ORM1/OSCAR/PIGR/PLAUR/PRG2/PSAP/PTPRN2/RETN/RNASET2/S100P/SERPINA3/SIRPB1/TNFRSF1B",38
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","12/272","47/10891",1.10936604986232e-09,1.02537119180132e-07,9.02506816504536e-08,"CCL3/CD80/CSF1/ICAM1/IL10RB/IL1R1/IL1RN/IL6/TIMP1/TNF/TNFRSF1A/TNFRSF1B",12
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","15/272","102/10891",3.10828203454176e-08,2.51382309543565e-06,2.21260602721986e-06,"CD27/EDA2R/LTBR/TNF/TNFRSF11A/TNFRSF12A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFRSF6B/TNFRSF8/TNFRSF9/TNFSF13/TNFSF13B",15
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","13/272","85/10891",1.63890064325506e-07,1.17818746242892e-05,1.03701198596607e-05,"AGRN/BSG/COL18A1/COL6A3/COL9A1/FGA/HSPG2/ICAM1/ITGAV/JAM2/SPP1/TNC/VCAM1",13
"R-HSA-202733","R-HSA-202733","Cell surface interactions at the vascular wall","15/272","137/10891",1.58137441967658e-06,0.000102314924953075,9.00551116889503e-05,"ANGPT2/BSG/CD48/CD74/CD99/CD99L2/CEACAM8/CXADR/ESAM/ITGAV/JAM2/SDC1/THBD/TNFRSF10A/TNFRSF10B",15
