Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Pulmonary embolism,A1BG,Alpha-1B-glycoprotein,19180,118,1.36 [0.51-3.65],0.5385138641461666
Chapter IX Diseases of the circulatory system,Pulmonary embolism,AAMDC,Mth938 domain-containing protein,18667,115,1.16 [0.83-1.63],0.3848330559500256
Chapter IX Diseases of the circulatory system,Pulmonary embolism,AARSD1,Alanyl-tRNA editing protein Aarsd1,21908,134,1.06 [0.80-1.39],0.6940669182895741
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ABCA2,ATP-binding cassette sub-family A member 2,18497,113,1.92 [1.32-2.81],0.0006616246787328
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ABHD14B,Protein ABHD14B,21756,137,1.23 [0.95-1.60],0.1214954620408117
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ABL1,Tyrosine-protein kinase ABL1,21908,134,1.06 [0.85-1.34],0.5907992217317053
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ABO,Histo-blood group ABO system transferase,19159,117,1.19 [1.05-1.34],0.0049181698641904
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ABRAXAS2,BRISC complex subunit Abraxas 2,18497,113,1.09 [0.83-1.44],0.5329309412600272
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21524,135,1.10 [0.92-1.32],0.3023769603028442
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18800,112,1.05 [0.82-1.34],0.7025431468000399
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19151,116,1.07 [0.88-1.31],0.4931603419222199
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ACAN,Aggrecan core protein,21785,134,3.08 [1.78-5.32],5.980651029201527e-05
Chapter IX Diseases of the circulatory system,Pulmonary embolism,ACE,Angiotensin-converting enzyme,19159,117,0.57 [0.30-1.06],0.077280332837169
