Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,"Haemangioma, any site",A1BG,Alpha-1B-glycoprotein,20091,51,1.06 [0.24-4.60],0.9416622619722294
Chapter II Neoplasms,"Haemangioma, any site",AAMDC,Mth938 domain-containing protein,19551,47,1.28 [0.76-2.15],0.3608310488658669
Chapter II Neoplasms,"Haemangioma, any site",AARSD1,Alanyl-tRNA editing protein Aarsd1,22950,57,0.72 [0.47-1.10],0.1306578163590055
Chapter II Neoplasms,"Haemangioma, any site",ABCA2,ATP-binding cassette sub-family A member 2,19373,48,1.10 [0.52-2.33],0.8104861701008822
Chapter II Neoplasms,"Haemangioma, any site",ABHD14B,Protein ABHD14B,22794,57,1.07 [0.71-1.62],0.7350182777157895
Chapter II Neoplasms,"Haemangioma, any site",ABL1,Tyrosine-protein kinase ABL1,22950,57,1.06 [0.75-1.50],0.7570699708487624
Chapter II Neoplasms,"Haemangioma, any site",ABO,Histo-blood group ABO system transferase,20072,52,1.02 [0.85-1.23],0.7908374902271078
Chapter II Neoplasms,"Haemangioma, any site",ABRAXAS2,BRISC complex subunit Abraxas 2,19373,48,0.89 [0.58-1.37],0.5923813310654504
Chapter II Neoplasms,"Haemangioma, any site",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22544,57,1.09 [0.82-1.45],0.5431253295374312
Chapter II Neoplasms,"Haemangioma, any site",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19698,50,0.81 [0.51-1.31],0.3959225061946178
Chapter II Neoplasms,"Haemangioma, any site",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20056,52,0.97 [0.71-1.30],0.8188885225070517
Chapter II Neoplasms,"Haemangioma, any site",ACAN,Aggrecan core protein,22829,56,1.78 [0.75-4.21],0.1896937237334159
Chapter II Neoplasms,"Haemangioma, any site",ACE,Angiotensin-converting enzyme,20072,52,1.12 [0.42-2.95],0.8232654125812904
Chapter II Neoplasms,"Haemangioma, any site",ACE2,Angiotensin-converting enzyme 2,22624,56,0.95 [0.61-1.47],0.824830939817521
Chapter II Neoplasms,"Haemangioma, any site",ACHE,Acetylcholinesterase,19632,50,0.50 [0.21-1.16],0.1062933575251177
Chapter II Neoplasms,"Haemangioma, any site",ACOT13,Acyl-coenzyme A thioesterase 13,19964,48,1.00 [0.78-1.28],0.993971509150642
Chapter II Neoplasms,"Haemangioma, any site",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,23061,58,1.44 [0.98-2.12],0.066279961192687
Chapter II Neoplasms,"Haemangioma, any site",ACP1,Low molecular weight phosphotyrosine protein phosphatase,19468,48,1.11 [0.62-2.01],0.7210365094802043
Chapter II Neoplasms,"Haemangioma, any site",ACP5,Tartrate-resistant acid phosphatase type 5,23182,57,1.29 [0.63-2.62],0.4838228101752584
Chapter II Neoplasms,"Haemangioma, any site",ACP6,Lysophosphatidic acid phosphatase type 6,23203,56,1.06 [0.74-1.51],0.7561404673662482
Chapter II Neoplasms,"Haemangioma, any site",ACRBP,Acrosin-binding protein,19965,52,0.91 [0.45-1.84],0.7984226784187911
Chapter II Neoplasms,"Haemangioma, any site",ACRV1,Acrosomal protein SP-10,19468,48,0.88 [0.69-1.12],0.2842264573578218
Chapter II Neoplasms,"Haemangioma, any site",ACSL1,Long-chain-fatty-acid--CoA ligase 1,19373,48,1.39 [0.80-2.42],0.2472672570951397
Chapter II Neoplasms,"Haemangioma, any site",ACTA2,"Actin, aortic smooth muscle",22624,56,0.80 [0.45-1.45],0.4700036706734153
