Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Early onset COPD,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.91 [0.86-0.97],0.0024547561100675
Chapter X Diseases of the respiratory system,Early onset COPD,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.28 [1.11-1.48],0.000794308529902
Chapter X Diseases of the respiratory system,Early onset COPD,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.85 [0.76-0.95],0.0040067977188861
Chapter X Diseases of the respiratory system,Early onset COPD,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.86 [0.78-0.95],0.0032972591817353
Chapter X Diseases of the respiratory system,Early onset COPD,CD83,CD83 antigen,Inverse variance weighted,19,0.80 [0.71-0.90],0.0002956918034319
Chapter X Diseases of the respiratory system,Early onset COPD,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.13 [1.03-1.24],0.0094273140132473
Chapter X Diseases of the respiratory system,Early onset COPD,MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.11 [1.04-1.18],0.0014678748602515
Chapter X Diseases of the respiratory system,Early onset COPD,LTBP3,Latent-transforming growth factor beta-binding protein 3,Inverse variance weighted,34,0.93 [0.88-0.98],0.0080694270560858
Chapter X Diseases of the respiratory system,Early onset COPD,LGALS9,Galectin-9,Inverse variance weighted,39,1.09 [1.02-1.17],0.0094076560870541
Chapter X Diseases of the respiratory system,Early onset COPD,FAM20A,Pseudokinase FAM20A,Inverse variance weighted,21,0.87 [0.80-0.94],0.0003510613413182
