Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
KLRD1,Natural killer cells antigen CD94,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,35,0.98 [0.95-1.01],0.154321098086304
KLRD1,Natural killer cells antigen CD94,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,35,1.01 [0.98-1.03],0.608152206327448
KLRD1,Natural killer cells antigen CD94,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,35,0.94 [0.68-1.29],0.688589048725518
KLRD1,Natural killer cells antigen CD94,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,35,0.97 [0.92-1.01],0.163197985079102
KLRD1,Natural killer cells antigen CD94,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,35,1.00 [0.84-1.19],0.99911179238908
KLRD1,Natural killer cells antigen CD94,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,35,1.13 [0.91-1.39],0.266470460364966
KLRD1,Natural killer cells antigen CD94,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,Inverse variance weighted,35,0.97 [0.88-1.07],0.604751229810656
KLRD1,Natural killer cells antigen CD94,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",Inverse variance weighted,35,1.02 [0.86-1.19],0.854247798319635
KLRD1,Natural killer cells antigen CD94,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,35,0.93 [0.86-1.01],0.0833274336460986
KLRD1,Natural killer cells antigen CD94,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,35,1.00 [0.89-1.11],0.956609746788939
KLRD1,Natural killer cells antigen CD94,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,Inverse variance weighted,35,0.89 [0.80-0.98],0.0188884774223246
KLRD1,Natural killer cells antigen CD94,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,35,0.94 [0.89-1.00],0.0501188110163449
KLRD1,Natural killer cells antigen CD94,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,35,1.07 [0.96-1.20],0.23084753248857
KLRD1,Natural killer cells antigen CD94,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,35,0.91 [0.80-1.04],0.176612283684975
KLRD1,Natural killer cells antigen CD94,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,35,1.00 [0.93-1.08],0.94930378177862
KLRD1,Natural killer cells antigen CD94,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,35,1.01 [0.98-1.05],0.49087966981855
KLRD1,Natural killer cells antigen CD94,Chapter IX Diseases of the circulatory system,Hypotension,Inverse variance weighted,35,0.99 [0.91-1.07],0.750705358327387
KLRD1,Natural killer cells antigen CD94,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,35,0.98 [0.95-1.01],0.234170525152289
KLRD1,Natural killer cells antigen CD94,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,35,0.94 [0.80-1.11],0.457200883607289
KLRD1,Natural killer cells antigen CD94,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,35,1.01 [0.98-1.03],0.611741814321967
KLRD1,Natural killer cells antigen CD94,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,35,1.00 [0.95-1.05],0.909796209016232
KLRD1,Natural killer cells antigen CD94,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,35,1.07 [0.98-1.18],0.145409192540751
KLRD1,Natural killer cells antigen CD94,Chapter XI Diseases of the digestive system,Coeliac disease,Inverse variance weighted,35,0.96 [0.86-1.07],0.439231343713261
KLRD1,Natural killer cells antigen CD94,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,35,1.04 [0.97-1.12],0.285051592426295
KLRD1,Natural killer cells antigen CD94,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,35,0.98 [0.86-1.11],0.705043988204594
KLRD1,Natural killer cells antigen CD94,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,35,0.98 [0.94-1.03],0.510508660729218
