Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
MMP9,Matrix metalloproteinase-9,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,11,0.99 [0.93-1.05],0.678408452682603
MMP9,Matrix metalloproteinase-9,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,11,1.18 [0.55-2.52],0.667164714194959
MMP9,Matrix metalloproteinase-9,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,11,1.00 [0.88-1.12],0.938031715824993
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,11,1.12 [1.01-1.23],0.0297802654495115
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,11,1.03 [0.88-1.19],0.729572660829898
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Later onset COPD,Inverse variance weighted,11,1.13 [0.96-1.33],0.132363833639564
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,11,0.71 [0.41-1.24],0.22554120350695
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,11,1.05 [0.93-1.19],0.433086022467872
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,11,0.85 [0.61-1.17],0.309275262664725
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,Inverse variance weighted,11,1.02 [0.82-1.27],0.855081989763108
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,Inverse variance weighted,11,1.09 [0.90-1.31],0.369455245277412
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,11,1.02 [0.95-1.09],0.662599665610024
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,11,1.03 [0.96-1.09],0.451674212391909
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,Inverse variance weighted,11,0.98 [0.75-1.27],0.86169759937497
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,11,0.90 [0.67-1.19],0.451152338299124
MMP9,Matrix metalloproteinase-9,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,Inverse variance weighted,11,0.93 [0.78-1.11],0.397644991228778
MMP9,Matrix metalloproteinase-9,Chapter VI Diseases of the nervous system,Falls/tendency to fall,Inverse variance weighted,11,1.04 [0.98-1.11],0.205582471113907
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,11,1.00 [0.92-1.09],0.92738869891177
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,11,0.99 [0.88-1.12],0.872521919580424
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,11,0.99 [0.91-1.09],0.897304886705571
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,11,1.00 [0.94-1.07],0.968111008262665
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,11,1.01 [0.95-1.08],0.682052240437544
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,11,0.79 [0.50-1.24],0.308943210837684
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,11,1.00 [0.90-1.11],0.987149684420941
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,11,1.02 [0.93-1.13],0.64638373118147
MMP9,Matrix metalloproteinase-9,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,11,1.28 [0.88-1.86],0.197490477574021
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,11,1.25 [1.00-1.57],0.0461548404374446
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,11,1.14 [0.98-1.32],0.0837752849986753
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Bronchiectasis,Inverse variance weighted,11,0.90 [0.64-1.25],0.523350001510998
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Emphysema,Inverse variance weighted,11,0.98 [0.74-1.30],0.876048663160674
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,11,1.00 [0.95-1.05],0.947086418107924
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,11,1.11 [0.96-1.29],0.163926103417913
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,11,1.05 [0.96-1.14],0.309128319308874
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,11,0.98 [0.88-1.08],0.658908458939741
MMP9,Matrix metalloproteinase-9,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,11,1.05 [0.81-1.36],0.702968606840322
MMP9,Matrix metalloproteinase-9,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,11,0.97 [0.91-1.05],0.473160232326668
MMP9,Matrix metalloproteinase-9,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,11,0.95 [0.84-1.07],0.391416720772451
MMP9,Matrix metalloproteinase-9,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,11,1.06 [0.91-1.24],0.443645373907427
MMP9,Matrix metalloproteinase-9,Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,Inverse variance weighted,11,0.88 [0.64-1.20],0.41404930797694
MMP9,Matrix metalloproteinase-9,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,11,1.01 [0.93-1.10],0.838842762241301
MMP9,Matrix metalloproteinase-9,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,11,1.07 [0.91-1.25],0.414233404721761
MMP9,Matrix metalloproteinase-9,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,11,1.06 [0.91-1.24],0.43521999385465
MMP9,Matrix metalloproteinase-9,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,11,0.93 [0.87-0.99],0.0340935125198649
MMP9,Matrix metalloproteinase-9,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,Inverse variance weighted,11,0.96 [0.89-1.03],0.261152694969974
MMP9,Matrix metalloproteinase-9,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,Inverse variance weighted,11,0.97 [0.90-1.04],0.352058623154728
MMP9,Matrix metalloproteinase-9,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,11,0.96 [0.74-1.25],0.756164889939944
