Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
DNMBP,Dynamin-binding protein,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,5,0.63 [0.36-1.11],0.112518556568507
DNMBP,Dynamin-binding protein,Chapter II Neoplasms,Lymphoid leukaemia,Inverse variance weighted,5,1.05 [0.73-1.52],0.780103507662915
DNMBP,Dynamin-binding protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,5,1.02 [0.88-1.17],0.798846799295074
DNMBP,Dynamin-binding protein,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,5,1.10 [0.91-1.33],0.303579019583005
DNMBP,Dynamin-binding protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,5,0.98 [0.81-1.20],0.860298376926144
DNMBP,Dynamin-binding protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,5,1.01 [0.88-1.16],0.889580600625949
DNMBP,Dynamin-binding protein,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,5,0.97 [0.88-1.06],0.474868663186206
DNMBP,Dynamin-binding protein,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,5,0.95 [0.88-1.02],0.135685731390799
DNMBP,Dynamin-binding protein,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,5,0.95 [0.87-1.03],0.183863233386608
DNMBP,Dynamin-binding protein,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,5,0.96 [0.61-1.49],0.844499097021129
DNMBP,Dynamin-binding protein,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,5,0.89 [0.72-1.09],0.262344106973081
DNMBP,Dynamin-binding protein,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,5,1.00 [0.92-1.08],0.912302383422997
DNMBP,Dynamin-binding protein,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,5,0.93 [0.84-1.03],0.148083975668786
DNMBP,Dynamin-binding protein,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,5,0.96 [0.86-1.09],0.54649208123035
DNMBP,Dynamin-binding protein,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,5,0.86 [0.72-1.04],0.125601592125251
DNMBP,Dynamin-binding protein,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,5,0.88 [0.76-1.03],0.103587734546392
DNMBP,Dynamin-binding protein,Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,5,0.57 [0.31-1.07],0.0789547480096812
DNMBP,Dynamin-binding protein,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,5,0.95 [0.88-1.03],0.233780396250879
