Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Candidiasis,Inverse variance weighted,25,1.00 [0.92-1.10],0.940410490339418
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,25,1.02 [0.98-1.05],0.284615050923748
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,25,1.01 [0.98-1.04],0.570249260076652
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Mycoses,Inverse variance weighted,25,0.98 [0.92-1.05],0.645479216257442
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,25,1.00 [0.97-1.03],0.925334298723464
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,25,0.91 [0.64-1.28],0.586619516005246
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,25,1.00 [0.95-1.06],0.877784089322017
CSTB,Cystatin-B,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,25,0.91 [0.58-1.44],0.686805583699348
CSTB,Cystatin-B,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,25,1.00 [0.96-1.04],0.939438402099337
CSTB,Cystatin-B,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,25,0.98 [0.92-1.05],0.561795542271478
CSTB,Cystatin-B,Chapter X Diseases of the respiratory system,Later onset COPD,Inverse variance weighted,25,0.98 [0.91-1.05],0.524975959435253
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,25,1.06 [0.84-1.33],0.624922123892624
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,25,0.98 [0.93-1.04],0.54359679231624
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,25,0.99 [0.95-1.04],0.782803639653749
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,Inverse variance weighted,25,1.28 [0.92-1.78],0.136395507392523
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,Inverse variance weighted,25,0.87 [0.76-1.00],0.0535271396012498
CSTB,Cystatin-B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,Inverse variance weighted,25,1.07 [0.98-1.17],0.138884863597937
CSTB,Cystatin-B,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,25,1.06 [0.97-1.16],0.186203943843314
