Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
S100A11,Protein S100-A11,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,2,0.63 [0.20-1.95],0.41844296645861
S100A11,Protein S100-A11,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,2,1.09 [0.90-1.31],0.398656470662752
S100A11,Protein S100-A11,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,2,0.98 [0.89-1.07],0.610566787985737
S100A11,Protein S100-A11,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,2,0.93 [0.80-1.08],0.338751861253707
S100A11,Protein S100-A11,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,2,1.15 [0.52-2.54],0.728612178291444
S100A11,Protein S100-A11,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,2,1.02 [0.51-2.05],0.955683524193025
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,2,0.59 [0.44-0.79],0.0004053458385632
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,2,0.62 [0.41-0.94],0.0224420270745786
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,2,0.77 [0.45-1.33],0.350683614598479
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,2,0.99 [0.91-1.07],0.767519144779266
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,2,0.98 [0.81-1.19],0.85512431714846
S100A11,Protein S100-A11,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,2,0.95 [0.82-1.11],0.533485627957424
S100A11,Protein S100-A11,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,2,1.29 [1.00-1.65],0.0496178245931718
S100A11,Protein S100-A11,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,2,0.98 [0.81-1.20],0.873181128397241
S100A11,Protein S100-A11,Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,2,1.44 [0.81-2.57],0.215024436045716
S100A11,Protein S100-A11,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,2,0.93 [0.84-1.03],0.142788818012134
S100A11,Protein S100-A11,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,2,0.64 [0.43-0.95],0.0255069758320784
