Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Candidiasis,Inverse variance weighted,18,0.91 [0.80-1.04],0.187729544834824
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,18,0.94 [0.89-1.00],0.0349067936652843
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,18,0.96 [0.92-1.00],0.0587912584960923
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Mycoses,Inverse variance weighted,18,0.95 [0.87-1.05],0.306096340067316
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,18,1.00 [0.95-1.04],0.871154859150665
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,18,0.85 [0.51-1.43],0.546699049456885
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,18,1.04 [0.96-1.12],0.311735963611044
SCARF2,Scavenger receptor class F member 2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,18,0.91 [0.46-1.80],0.789677290965007
SCARF2,Scavenger receptor class F member 2,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,18,0.85 [0.66-1.09],0.200203683834253
SCARF2,Scavenger receptor class F member 2,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,18,1.03 [0.80-1.32],0.816159575936565
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,Inverse variance weighted,18,0.95 [0.51-1.79],0.880713269648241
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,18,0.91 [0.65-1.29],0.599888325618993
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,18,0.92 [0.85-1.00],0.0639191650483742
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,18,0.93 [0.83-1.03],0.168806418741938
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,Inverse variance weighted,18,0.47 [0.29-0.75],0.0014776682701402
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,Inverse variance weighted,18,1.03 [0.90-1.18],0.634868340572787
SCARF2,Scavenger receptor class F member 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",Inverse variance weighted,18,1.03 [0.85-1.25],0.733058399250343
SCARF2,Scavenger receptor class F member 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,18,1.02 [0.89-1.16],0.789203253350695
SCARF2,Scavenger receptor class F member 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,Inverse variance weighted,18,0.91 [0.77-1.08],0.288637189054887
SCARF2,Scavenger receptor class F member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,18,0.63 [0.43-0.93],0.0194605077276754
SCARF2,Scavenger receptor class F member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with neurological complications,Inverse variance weighted,18,0.77 [0.62-0.95],0.0152762056613412
SCARF2,Scavenger receptor class F member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with ophthalmic complications,Inverse variance weighted,18,1.07 [0.91-1.25],0.423770323627127
SCARF2,Scavenger receptor class F member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,18,0.92 [0.76-1.10],0.36275148511157
SCARF2,Scavenger receptor class F member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,Inverse variance weighted,18,1.02 [0.85-1.21],0.857628199334537
