Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
C1RL,Complement C1r subcomponent-like protein,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,10,1.02 [0.95-1.09],0.645297955397633
C1RL,Complement C1r subcomponent-like protein,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,10,1.07 [0.91-1.25],0.42842609602071
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,10,0.91 [0.84-0.99],0.0291748463882816
C1RL,Complement C1r subcomponent-like protein,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,10,0.98 [0.84-1.14],0.789101540630317
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,10,1.00 [0.87-1.14],0.997781767885078
C1RL,Complement C1r subcomponent-like protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,10,1.03 [0.90-1.18],0.630893066029877
C1RL,Complement C1r subcomponent-like protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,10,1.13 [1.02-1.25],0.0190909643563035
C1RL,Complement C1r subcomponent-like protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,10,0.98 [0.91-1.05],0.548351938911043
C1RL,Complement C1r subcomponent-like protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,10,1.00 [0.94-1.05],0.923118584092208
C1RL,Complement C1r subcomponent-like protein,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,10,1.06 [0.85-1.32],0.585379498430288
C1RL,Complement C1r subcomponent-like protein,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,10,1.03 [0.93-1.14],0.613375179266888
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Unspecified acute lower respiratory infection,Inverse variance weighted,10,0.93 [0.79-1.10],0.386249339210901
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,10,0.93 [0.86-1.00],0.0560232314407946
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Bronchiectasis,Inverse variance weighted,10,0.98 [0.77-1.25],0.89326847214127
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Emphysema,Inverse variance weighted,10,1.11 [0.80-1.54],0.525910050960534
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,10,1.02 [0.97-1.07],0.489952103276607
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,10,0.96 [0.91-1.02],0.151950525402177
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Other acute lower respiratory infections,Inverse variance weighted,10,0.99 [0.92-1.07],0.831424014824698
C1RL,Complement C1r subcomponent-like protein,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,10,1.01 [0.92-1.11],0.831040490728879
C1RL,Complement C1r subcomponent-like protein,Chapter XI Diseases of the digestive system,Cholelithiasis,Inverse variance weighted,10,1.06 [0.87-1.30],0.553261088099035
C1RL,Complement C1r subcomponent-like protein,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,10,0.98 [0.93-1.03],0.497545355183336
C1RL,Complement C1r subcomponent-like protein,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,Inverse variance weighted,10,0.95 [0.71-1.27],0.721628289258584
C1RL,Complement C1r subcomponent-like protein,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,10,0.95 [0.84-1.09],0.467684584037906
C1RL,Complement C1r subcomponent-like protein,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,Inverse variance weighted,10,0.95 [0.88-1.02],0.152961991332002
C1RL,Complement C1r subcomponent-like protein,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,10,1.01 [0.84-1.21],0.91048851452355
C1RL,Complement C1r subcomponent-like protein,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,10,1.00 [0.88-1.13],0.955470680389082
C1RL,Complement C1r subcomponent-like protein,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,10,1.05 [0.96-1.14],0.28413267688875
C1RL,Complement C1r subcomponent-like protein,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,Inverse variance weighted,10,1.01 [0.94-1.08],0.808324239522609
C1RL,Complement C1r subcomponent-like protein,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,Inverse variance weighted,10,1.00 [0.94-1.07],0.937958240970298
