Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CREG1,Protein CREG1,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,24,0.99 [0.95-1.03],0.620993492274979
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,24,1.10 [0.86-1.42],0.439319687342388
CREG1,Protein CREG1,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,24,0.95 [0.90-1.01],0.128322324340932
CREG1,Protein CREG1,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with ophthalmic complications,Inverse variance weighted,24,0.94 [0.86-1.03],0.192982150000751
CREG1,Protein CREG1,"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,Inverse variance weighted,24,0.99 [0.94-1.05],0.828680790344114
CREG1,Protein CREG1,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,Inverse variance weighted,24,1.00 [0.94-1.05],0.879183266886025
CREG1,Protein CREG1,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,Inverse variance weighted,24,1.02 [0.99-1.05],0.252706481436366
CREG1,Protein CREG1,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,Inverse variance weighted,24,0.97 [0.83-1.13],0.693299840925751
CREG1,Protein CREG1,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,24,1.08 [0.86-1.34],0.5180602536992
CREG1,Protein CREG1,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,24,1.01 [0.99-1.04],0.375173110366785
CREG1,Protein CREG1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,24,1.00 [0.98-1.03],0.700452765984678
CREG1,Protein CREG1,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,24,0.98 [0.95-1.02],0.444329730628961
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,24,0.93 [0.80-1.10],0.405717784534786
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,24,0.99 [0.86-1.15],0.906895208446514
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,24,1.08 [0.90-1.29],0.42468488099152
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,24,0.98 [0.88-1.10],0.743540861507349
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,24,1.02 [0.99-1.05],0.180603441112495
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,Inverse variance weighted,24,1.10 [0.95-1.26],0.188433255458194
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,Inverse variance weighted,24,0.93 [0.81-1.06],0.275961857856862
CREG1,Protein CREG1,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,24,1.02 [0.99-1.04],0.157668484212061
CREG1,Protein CREG1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,24,1.00 [0.97-1.04],0.901117894680367
CREG1,Protein CREG1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,Inverse variance weighted,24,0.98 [0.94-1.02],0.306220460828667
CREG1,Protein CREG1,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,24,1.08 [0.88-1.33],0.443197595554618
CREG1,Protein CREG1,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,24,0.94 [0.84-1.04],0.208519378490225
