Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GPR15L,Protein GPR15L,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,13,1.00 [0.96-1.05],0.890963734872463
GPR15L,Protein GPR15L,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,13,1.05 [0.51-2.17],0.894667474936621
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,13,1.01 [0.94-1.09],0.787972996104061
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,Later onset COPD,Inverse variance weighted,13,0.86 [0.79-0.94],0.0009050063773968
GPR15L,Protein GPR15L,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,13,0.98 [0.90-1.07],0.699801738631183
GPR15L,Protein GPR15L,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,13,0.94 [0.78-1.13],0.518330592985975
GPR15L,Protein GPR15L,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,13,0.93 [0.75-1.17],0.546216450598223
GPR15L,Protein GPR15L,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,13,0.90 [0.78-1.03],0.118784883718473
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,13,0.99 [0.93-1.05],0.663204543041812
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,Cardiac arrest,Inverse variance weighted,13,1.05 [0.87-1.26],0.632006149671821
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,13,1.01 [0.97-1.06],0.546834204151268
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,13,0.89 [0.68-1.17],0.416281101983057
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",Inverse variance weighted,13,0.99 [0.95-1.04],0.780293323935995
GPR15L,Protein GPR15L,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,13,1.28 [1.03-1.58],0.0276283858968661
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",Inverse variance weighted,13,0.98 [0.93-1.03],0.456545585838196
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,13,0.98 [0.95-1.02],0.347477386231023
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,13,0.96 [0.92-1.00],0.0508783506706913
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,13,1.07 [0.98-1.16],0.151321838176442
GPR15L,Protein GPR15L,Chapter X Diseases of the respiratory system,Pulmonary oedema,Inverse variance weighted,13,1.17 [0.78-1.75],0.439163288365102
GPR15L,Protein GPR15L,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",Inverse variance weighted,13,1.03 [0.77-1.38],0.821160837941427
GPR15L,Protein GPR15L,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,13,0.93 [0.83-1.04],0.19869820849855
GPR15L,Protein GPR15L,Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis and eczema,Inverse variance weighted,13,0.97 [0.93-1.02],0.2307356455909
GPR15L,Protein GPR15L,Chapter XII Diseases of the skin and subcutaneous tissue,Dermatitis,Inverse variance weighted,13,0.99 [0.92-1.07],0.78103658808067
GPR15L,Protein GPR15L,Chapter XII Diseases of the skin and subcutaneous tissue,Infections of the skin and subcutaneous tissue,Inverse variance weighted,13,0.99 [0.93-1.06],0.878848087033241
