Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
RGMB,RGM domain family member B,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,10,1.06 [0.97-1.16],0.202918380833026
RGMB,RGM domain family member B,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,10,1.02 [0.94-1.11],0.591734703237975
RGMB,RGM domain family member B,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,10,1.03 [0.97-1.09],0.383662186128575
RGMB,RGM domain family member B,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,10,0.75 [0.36-1.56],0.445709201297694
RGMB,RGM domain family member B,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,10,0.93 [0.83-1.04],0.185142764503281
RGMB,RGM domain family member B,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,10,0.97 [0.86-1.09],0.571039171186059
RGMB,RGM domain family member B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,10,1.46 [0.90-2.36],0.127151362887052
RGMB,RGM domain family member B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,10,1.08 [0.96-1.21],0.200380874342384
RGMB,RGM domain family member B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,Inverse variance weighted,10,0.89 [0.39-2.05],0.782323711759657
RGMB,RGM domain family member B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,Inverse variance weighted,10,0.93 [0.77-1.13],0.471186063922919
RGMB,RGM domain family member B,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",Inverse variance weighted,10,0.97 [0.74-1.27],0.821659080476093
RGMB,RGM domain family member B,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,10,0.96 [0.72-1.28],0.792745268814221
RGMB,RGM domain family member B,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,Inverse variance weighted,10,0.92 [0.74-1.16],0.482932035049183
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,10,1.00 [0.49-2.04],0.990445423599541
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,Inverse variance weighted,10,1.08 [0.74-1.57],0.687078043431133
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,Inverse variance weighted,10,0.94 [0.85-1.04],0.222003002816231
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,10,0.88 [0.75-1.02],0.0972162635294436
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,10,1.06 [0.73-1.52],0.760623869829933
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,10,0.99 [0.73-1.34],0.938205175175198
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,Inverse variance weighted,10,0.90 [0.76-1.06],0.218046361983648
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,Inverse variance weighted,10,0.87 [0.74-1.03],0.114846121077672
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,10,1.01 [0.95-1.08],0.678607820676512
RGMB,RGM domain family member B,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,10,1.00 [0.79-1.26],0.992445376071477
RGMB,RGM domain family member B,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",Inverse variance weighted,10,0.92 [0.79-1.08],0.322487309321323
RGMB,RGM domain family member B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,10,1.02 [0.87-1.20],0.816064357866679
RGMB,RGM domain family member B,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,Inverse variance weighted,10,1.02 [0.81-1.28],0.856276998486474
RGMB,RGM domain family member B,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,10,0.93 [0.86-1.00],0.052680513042506
RGMB,RGM domain family member B,Chapter IX Diseases of the circulatory system,Hypotension,Inverse variance weighted,10,1.09 [0.91-1.30],0.35086206686313
RGMB,RGM domain family member B,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,10,0.83 [0.53-1.31],0.42877065475711
RGMB,RGM domain family member B,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,10,1.00 [0.95-1.06],0.920094059749965
RGMB,RGM domain family member B,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,10,1.08 [0.96-1.21],0.205046378282083
RGMB,RGM domain family member B,Chapter XI Diseases of the digestive system,Acute peritonitis,Inverse variance weighted,10,0.83 [0.63-1.09],0.185710486573042
RGMB,RGM domain family member B,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Inverse variance weighted,10,0.99 [0.87-1.13],0.918316504059357
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,10,0.90 [0.77-1.05],0.17370386112211
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,Inverse variance weighted,10,0.94 [0.60-1.46],0.77421938732183
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,10,0.89 [0.76-1.05],0.180144537518389
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,10,0.85 [0.51-1.40],0.518644613204172
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,Inverse variance weighted,10,0.96 [0.75-1.23],0.733943286373596
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,Inverse variance weighted,10,0.91 [0.74-1.11],0.332230293095611
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Other obstructive and reflux uropathy,Inverse variance weighted,10,0.98 [0.78-1.22],0.83388638629863
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Other specified disorders of kidney and ureter,Inverse variance weighted,10,0.95 [0.51-1.77],0.882446668614928
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Recurrent and persistent haematuria,Inverse variance weighted,10,0.56 [0.25-1.23],0.146657277635972
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,10,0.99 [0.91-1.07],0.779667333875137
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,Inverse variance weighted,10,0.91 [0.72-1.15],0.42574801441786
RGMB,RGM domain family member B,Chapter XIV Diseases of the genitourinary system,"Tubulo-interstitial nephritis, not specified as acute or chronic",Inverse variance weighted,10,1.00 [0.76-1.30],0.981993117472288
