Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,6,1.14 [1.01-1.30],0.035331418068078
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,6,1.07 [0.59-1.94],0.827418802162883
FTCD,Formimidoyltransferase-cyclodeaminase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,Inverse variance weighted,6,1.79 [0.83-3.87],0.137944191363373
FTCD,Formimidoyltransferase-cyclodeaminase,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,6,1.00 [0.91-1.11],0.939407861757208
FTCD,Formimidoyltransferase-cyclodeaminase,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,6,1.02 [0.93-1.13],0.618398725764651
FTCD,Formimidoyltransferase-cyclodeaminase,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,Inverse variance weighted,6,1.12 [0.97-1.31],0.131231272158208
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,6,1.10 [0.84-1.44],0.476907046393531
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,6,0.98 [0.89-1.08],0.687961104073931
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,6,0.99 [0.90-1.08],0.741037210801566
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,6,1.15 [1.00-1.33],0.0448453183751679
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,Inverse variance weighted,6,1.38 [0.88-2.19],0.163808322728546
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,6,0.82 [0.41-1.63],0.567557614348853
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,6,1.17 [0.82-1.68],0.382481822286047
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,6,1.15 [0.87-1.52],0.319828980944859
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,6,1.31 [0.77-2.23],0.313203096170302
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",Inverse variance weighted,6,1.16 [0.73-1.85],0.529173823094707
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,6,1.21 [0.96-1.51],0.104042561097874
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,Inverse variance weighted,6,1.40 [1.00-1.96],0.0496609491603533
FTCD,Formimidoyltransferase-cyclodeaminase,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,6,1.24 [0.80-1.93],0.339900501050164
