Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,22,0.98 [0.93-1.04],0.526103313555922
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,22,0.98 [0.94-1.03],0.474817380843175
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Mycoses,Inverse variance weighted,22,1.06 [0.97-1.16],0.172679739945931
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,22,1.01 [0.94-1.08],0.754421913477987
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,22,1.08 [0.70-1.68],0.725557755417412
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,22,1.02 [0.93-1.12],0.696312149853749
CTSO,Cathepsin O,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,22,0.60 [0.34-1.08],0.0880946488239632
CTSO,Cathepsin O,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,22,1.15 [0.78-1.69],0.488578044691081
CTSO,Cathepsin O,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,22,0.96 [0.88-1.05],0.385408371920029
CTSO,Cathepsin O,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,22,0.90 [0.67-1.21],0.487468915944031
CTSO,Cathepsin O,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,22,0.97 [0.91-1.05],0.45351018731075
CTSO,Cathepsin O,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,22,0.98 [0.92-1.05],0.597160515759531
