Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
PLIN1,Perilipin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Wald ratio,1,0.37 [0.03-5.42],0.468954003925908
PLIN1,Perilipin-1,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Wald ratio,1,0.82 [0.44-1.52],0.527670019025872
PLIN1,Perilipin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Wald ratio,1,1.38 [0.29-6.53],0.685891700918958
PLIN1,Perilipin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Wald ratio,1,0.80 [0.57-1.12],0.187893792409857
PLIN1,Perilipin-1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Wald ratio,1,0.86 [0.65-1.14],0.301483746594523
PLIN1,Perilipin-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Wald ratio,1,0.51 [0.22-1.17],0.111178704618508
PLIN1,Perilipin-1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Wald ratio,1,0.45 [0.07-2.92],0.405639514546788
PLIN1,Perilipin-1,Chapter XI Diseases of the digestive system,Other diseases of liver,Wald ratio,1,1.12 [0.48-2.58],0.793039804564738
PLIN1,Perilipin-1,Chapter XI Diseases of the digestive system,Diseases of liver,Wald ratio,1,1.24 [0.70-2.20],0.464459878873318
PLIN1,Perilipin-1,Chapter XII Diseases of the skin and subcutaneous tissue,"Ulcer of lower limb, not elsewhere classified",Wald ratio,1,0.56 [0.21-1.48],0.242353679507142
PLIN1,Perilipin-1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Wald ratio,1,0.85 [0.44-1.67],0.644959320794697
PLIN1,Perilipin-1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Wald ratio,1,0.91 [0.42-1.99],0.819672898615605
PLIN1,Perilipin-1,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,Wald ratio,1,0.33 [0.06-1.94],0.219299296708121
PLIN1,Perilipin-1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Wald ratio,1,0.78 [0.41-1.47],0.43731187793098
PLIN1,Perilipin-1,Chapter XIV Diseases of the genitourinary system,Dialysis,Wald ratio,1,0.77 [0.12-4.92],0.780510132350239
PLIN1,Perilipin-1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Wald ratio,1,0.74 [0.53-1.02],0.0645833674463692
PLIN1,Perilipin-1,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Wald ratio,1,0.67 [0.19-2.31],0.525179123801997
