Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
TSPAN8,Tetraspanin-8,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,46,0.95 [0.91-1.00],0.0497694545993887
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,46,0.92 [0.79-1.08],0.322908660365658
TSPAN8,Tetraspanin-8,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,Inverse variance weighted,46,0.96 [0.90-1.02],0.189587013409774
TSPAN8,Tetraspanin-8,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,Inverse variance weighted,46,0.97 [0.94-1.00],0.0847839558155508
TSPAN8,Tetraspanin-8,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,Inverse variance weighted,46,0.99 [0.95-1.02],0.455157374867865
TSPAN8,Tetraspanin-8,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,Inverse variance weighted,46,1.09 [0.91-1.31],0.366481569229911
TSPAN8,Tetraspanin-8,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,46,0.92 [0.77-1.11],0.388528699191953
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,46,1.01 [0.91-1.13],0.829065732506716
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,46,1.04 [0.95-1.14],0.358577847123444
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,46,0.96 [0.85-1.09],0.545741793039387
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",Inverse variance weighted,46,0.98 [0.82-1.18],0.850313574834588
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,46,0.99 [0.93-1.04],0.635044291985503
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,Inverse variance weighted,46,0.91 [0.79-1.05],0.181392564321804
TSPAN8,Tetraspanin-8,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,46,0.99 [0.96-1.02],0.555967728758433
TSPAN8,Tetraspanin-8,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Inverse variance weighted,46,0.99 [0.93-1.06],0.789352559611979
TSPAN8,Tetraspanin-8,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,46,0.99 [0.88-1.12],0.934713673348341
