Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
MME,Neprilysin,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,49,0.96 [0.93-1.00],0.027229093118076
MME,Neprilysin,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,49,0.98 [0.94-1.01],0.239079262504509
MME,Neprilysin,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,49,1.02 [0.99-1.05],0.317975297270399
MME,Neprilysin,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,49,0.99 [0.94-1.04],0.677311814684663
MME,Neprilysin,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,49,1.03 [0.98-1.09],0.285165259646244
MME,Neprilysin,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,49,1.06 [0.88-1.28],0.53797439885688
MME,Neprilysin,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,49,1.01 [0.86-1.20],0.884316454187345
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,49,1.37 [1.06-1.78],0.0163509279532345
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,49,0.95 [0.84-1.08],0.428139627393042
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,49,1.04 [0.98-1.10],0.244104964845062
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,49,1.09 [0.97-1.22],0.139195809772876
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,49,1.11 [0.95-1.29],0.176616424349216
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,49,1.01 [0.95-1.07],0.709063170952673
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,Inverse variance weighted,49,1.12 [1.01-1.23],0.0320253400590791
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,49,1.00 [0.96-1.05],0.854886052111189
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,49,1.01 [0.98-1.04],0.405980081605543
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of magnesium metabolism,Inverse variance weighted,49,0.81 [0.51-1.27],0.353489277342594
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,49,1.03 [0.92-1.15],0.581369949780277
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,Inverse variance weighted,49,1.00 [0.93-1.06],0.917557666624643
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,Inverse variance weighted,49,1.03 [0.97-1.10],0.315394669127935
MME,Neprilysin,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,Inverse variance weighted,49,0.95 [0.92-0.99],0.0141606792809719
MME,Neprilysin,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,49,0.99 [0.97-1.02],0.686782274085014
MME,Neprilysin,Chapter VI Diseases of the nervous system,Epilepsy,Inverse variance weighted,49,0.99 [0.93-1.05],0.689940219178355
MME,Neprilysin,Chapter VI Diseases of the nervous system,"Nerve, nerve root and plexus disorders",Inverse variance weighted,49,1.02 [0.99-1.06],0.145546849228285
MME,Neprilysin,Chapter VI Diseases of the nervous system,"Other and unspecified polyneuropathies, also in other diseases",Inverse variance weighted,49,0.96 [0.88-1.05],0.39600347605144
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Inverse variance weighted,49,1.12 [1.01-1.24],0.0326455893176448
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,Inverse variance weighted,49,1.05 [0.99-1.11],0.0756741211755085
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Angina pectoris,Inverse variance weighted,49,1.00 [0.96-1.05],0.921428894389417
MME,Neprilysin,Chapter IX Diseases of the circulatory system,"Atherosclerosis, excluding cerebral and coronary sclerosis",Inverse variance weighted,49,0.99 [0.94-1.04],0.766416545205917
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,Inverse variance weighted,49,1.01 [0.97-1.05],0.766857408894182
MME,Neprilysin,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,49,0.97 [0.93-1.01],0.1649502632597
MME,Neprilysin,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,49,1.03 [0.99-1.07],0.149105915033628
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,49,1.03 [0.99-1.07],0.112044142996634
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,49,0.99 [0.95-1.04],0.694164793782244
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,Inverse variance weighted,49,0.94 [0.77-1.14],0.514447239877766
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,Inverse variance weighted,49,0.84 [0.67-1.06],0.14420366548708
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Secondary right heart disease,Inverse variance weighted,49,0.99 [0.83-1.17],0.872603071322355
MME,Neprilysin,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,49,1.08 [0.89-1.31],0.416112786096385
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,Inverse variance weighted,49,1.01 [0.96-1.05],0.780316139704862
MME,Neprilysin,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,49,1.00 [0.89-1.12],0.938723573025231
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other diseases of biliary tract,Inverse variance weighted,49,0.95 [0.85-1.07],0.431053471072673
MME,Neprilysin,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC)",Inverse variance weighted,49,1.10 [0.95-1.26],0.196842316839123
MME,Neprilysin,Chapter XI Diseases of the digestive system,"Cholangitis (primary sclerosing, PSC), with reimbursement 202",Inverse variance weighted,49,0.99 [0.76-1.29],0.950770894921583
MME,Neprilysin,Chapter XI Diseases of the digestive system,Cholelithiasis,Inverse variance weighted,49,1.04 [0.99-1.10],0.155207807007568
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,49,1.05 [0.95-1.16],0.364040120250178
MME,Neprilysin,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,Inverse variance weighted,49,1.03 [0.98-1.08],0.29107839616943
MME,Neprilysin,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,49,1.05 [0.92-1.20],0.457233279134973
MME,Neprilysin,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",Inverse variance weighted,49,1.22 [1.01-1.47],0.0354888909198919
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,49,1.01 [0.97-1.04],0.690482719089676
MME,Neprilysin,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,49,1.03 [0.96-1.11],0.425199419681245
MME,Neprilysin,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,49,0.98 [0.95-1.01],0.204515602989583
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,Inverse variance weighted,49,0.91 [0.79-1.05],0.211414532856238
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,49,1.01 [0.95-1.08],0.755994813520423
MME,Neprilysin,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,Inverse variance weighted,49,1.01 [0.88-1.16],0.896376263738262
MME,Neprilysin,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,49,0.97 [0.95-1.00],0.0742233122354102
MME,Neprilysin,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,49,1.01 [0.97-1.06],0.557762443311031
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,Inverse variance weighted,49,1.04 [1.02-1.07],0.0002816434346795
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,Inverse variance weighted,49,1.02 [0.98-1.07],0.326583366896056
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other dorsopathies, not elsewhere classified",Inverse variance weighted,49,1.03 [1.00-1.06],0.0956107223674725
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Inverse variance weighted,49,1.14 [1.05-1.24],0.0022979123623609
MME,Neprilysin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Inverse variance weighted,49,1.05 [1.01-1.09],0.0099874334201908
MME,Neprilysin,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,49,1.01 [0.93-1.09],0.868886629733692
MME,Neprilysin,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,49,1.00 [0.94-1.07],0.974219928174159
MME,Neprilysin,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,49,1.04 [1.00-1.08],0.0387092272311693
MME,Neprilysin,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,49,0.97 [0.83-1.14],0.739826081092559
