Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Candidiasis,Inverse variance weighted,22,1.04 [0.96-1.12],0.35151248965836
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,22,1.00 [0.97-1.03],0.877571834238411
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,22,1.00 [0.98-1.03],0.809800723814157
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Mycoses,Inverse variance weighted,22,1.04 [0.98-1.10],0.217684222064849
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,22,1.01 [0.98-1.03],0.468011877685993
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,22,1.05 [0.77-1.44],0.738380015067285
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,22,1.00 [0.95-1.05],0.91186307387905
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Other viral diseases,Inverse variance weighted,22,0.95 [0.90-1.01],0.078038900478859
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,22,0.98 [0.67-1.43],0.911603386517687
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,Inverse variance weighted,22,0.99 [0.89-1.10],0.853345280381503
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,Inverse variance weighted,22,1.00 [0.95-1.06],0.907250958831764
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,22,0.94 [0.82-1.09],0.419813386210568
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,22,1.09 [0.90-1.31],0.391730353591216
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,22,0.94 [0.80-1.11],0.489271573125524
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,22,0.81 [0.68-0.97],0.0221153358793964
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,Lymphoid leukaemia,Inverse variance weighted,22,1.00 [0.89-1.13],0.981397442766133
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Non-follicular lymphoma, hilmo, excluding all cancers",Inverse variance weighted,22,0.92 [0.83-1.01],0.067002110120429
SIGLEC10,Sialic acid-binding Ig-like lectin 10,Chapter II Neoplasms,"Other and unspecified types of non-Hodgkin lymphoma, hilmo, excluding all cancers",Inverse variance weighted,22,0.86 [0.74-1.00],0.052887251366598
