Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
MET,Hepatocyte growth factor receptor,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,26,1.06 [0.95-1.19],0.297900562795053
MET,Hepatocyte growth factor receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,26,1.04 [0.93-1.16],0.495584356209139
MET,Hepatocyte growth factor receptor,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,26,1.03 [0.95-1.11],0.450259096333726
MET,Hepatocyte growth factor receptor,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,26,0.97 [0.88-1.07],0.58483254020112
MET,Hepatocyte growth factor receptor,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,26,0.97 [0.87-1.07],0.543853967284957
MET,Hepatocyte growth factor receptor,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,26,0.96 [0.88-1.05],0.344174297897194
MET,Hepatocyte growth factor receptor,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,Inverse variance weighted,26,1.04 [0.97-1.11],0.297299654219384
MET,Hepatocyte growth factor receptor,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,26,1.04 [0.98-1.10],0.182100386784661
MET,Hepatocyte growth factor receptor,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",Inverse variance weighted,26,1.05 [0.96-1.15],0.287042775892885
MET,Hepatocyte growth factor receptor,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,26,0.83 [0.59-1.17],0.285270844651472
MET,Hepatocyte growth factor receptor,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,26,1.03 [0.83-1.27],0.783196550774074
