Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Candidiasis,Inverse variance weighted,3,1.25 [0.56-2.78],0.586879542841804
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,Inverse variance weighted,3,0.91 [0.73-1.14],0.414537465475112
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,Inverse variance weighted,3,0.95 [0.72-1.24],0.692729616861743
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Mycoses,Inverse variance weighted,3,1.13 [0.75-1.69],0.562149180908083
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,3,1.04 [0.86-1.25],0.696502042922549
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,Inverse variance weighted,3,0.33 [0.03-4.18],0.394041205280743
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Other septicaemia,Inverse variance weighted,3,0.98 [0.70-1.37],0.914481797472814
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Other viral diseases,Inverse variance weighted,3,0.99 [0.68-1.43],0.941184185951365
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Inverse variance weighted,3,17.07 [0.86-337.48],0.0624293239219225
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,Inverse variance weighted,3,2.15 [0.45-10.31],0.34048141750353
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",Inverse variance weighted,3,1.06 [0.66-1.71],0.798011547650843
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,Inverse variance weighted,3,1.30 [0.79-2.12],0.297274686435568
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",Inverse variance weighted,3,1.21 [0.93-1.57],0.153567326419135
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",Inverse variance weighted,3,1.10 [0.80-1.50],0.556228736220878
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",Inverse variance weighted,3,0.76 [0.57-1.03],0.0770503235087924
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,3,1.11 [0.44-2.77],0.823103691274612
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,Inverse variance weighted,3,1.57 [0.70-3.50],0.271327612017294
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,3,1.03 [0.35-3.02],0.952500326987847
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter XI Diseases of the digestive system,Crohn's disease NAS,Inverse variance weighted,3,1.17 [0.36-3.77],0.794002201674286
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter X Diseases of the respiratory system,Early onset COPD,Inverse variance weighted,3,1.99 [0.90-4.37],0.0873895241898266
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter X Diseases of the respiratory system,Later onset COPD,Inverse variance weighted,3,1.30 [0.86-1.97],0.221329326104998
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,Inverse variance weighted,3,0.85 [0.45-1.61],0.610191514058784
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Vitamin B12 deficiency anaemia,Inverse variance weighted,3,0.90 [0.48-1.69],0.740308447127915
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,Inverse variance weighted,3,1.04 [0.07-15.64],0.97834625284788
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,3,1.79 [0.24-13.45],0.569209799817997
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,Inverse variance weighted,3,1.05 [0.73-1.51],0.804335741801689
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,Inverse variance weighted,3,1.59 [1.00-2.52],0.0507242253231436
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other coagulation defects,Inverse variance weighted,3,0.55 [0.24-1.28],0.167077719184332
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,Inverse variance weighted,3,2.11 [0.11-41.21],0.622465482829984
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,Inverse variance weighted,3,1.10 [0.48-2.54],0.823749457360731
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,Inverse variance weighted,3,1.13 [0.63-2.02],0.684355697322454
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Sarcoidosis,Inverse variance weighted,3,1.20 [0.68-2.14],0.528917304401374
IGFBP4,Insulin-like growth factor-binding protein 4,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",Inverse variance weighted,3,1.12 [0.48-2.60],0.794433230864247
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,3,2.13 [1.20-3.78],0.0100352484953613
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,Inverse variance weighted,3,0.98 [0.49-1.99],0.962088857131298
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Acidosis,Inverse variance weighted,3,0.26 [0.05-1.37],0.113133294075413
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with neurological complications,Inverse variance weighted,3,0.84 [0.36-1.95],0.677713439589432
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with ophthalmic complications,Inverse variance weighted,3,0.84 [0.25-2.85],0.78058379803824
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with peripheral circulatory complications,Inverse variance weighted,3,0.77 [0.35-1.70],0.521349026209201
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with renal complications,Inverse variance weighted,3,1.91 [0.74-4.93],0.180600699608762
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,Inverse variance weighted,3,1.01 [0.75-1.36],0.954911214011503
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases","Postprocedural endocrine and metabolic disorders, not elsewhere classified",Inverse variance weighted,3,0.77 [0.25-2.36],0.65240452877964
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,Inverse variance weighted,3,0.26 [0.04-1.89],0.184909082121683
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,3,1.17 [0.80-1.70],0.426505381562774
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Other disorders of glucose regulation and pancreatic internal secretion,Inverse variance weighted,3,1.31 [0.53-3.26],0.557620458719828
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperkalaemia,Inverse variance weighted,3,0.87 [0.33-2.26],0.772421923593427
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",Inverse variance weighted,3,1.15 [0.67-1.99],0.613465780551405
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperosmolality and hypernatraemia,Inverse variance weighted,3,3.61 [0.11-113.97],0.466501536389818
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,Inverse variance weighted,3,0.84 [0.50-1.39],0.490430980003041
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypokalaemia,Inverse variance weighted,3,1.08 [0.47-2.51],0.853908355315922
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Hypo-osmolality and hyponatraemia,Inverse variance weighted,3,1.55 [0.84-2.86],0.164957281564423
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Inverse variance weighted,3,1.24 [0.97-1.60],0.0877465923446566
IGFBP4,Insulin-like growth factor-binding protein 4,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Inverse variance weighted,3,1.20 [0.79-1.83],0.401801851407675
