Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
ISM1,Isthmin-1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,12,1.35 [0.93-1.96],0.119052561445823
ISM1,Isthmin-1,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,12,1.02 [0.76-1.38],0.88823018115032
ISM1,Isthmin-1,Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,Inverse variance weighted,12,0.95 [0.72-1.27],0.736392943414928
ISM1,Isthmin-1,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,12,0.96 [0.73-1.28],0.788439993611138
ISM1,Isthmin-1,Chapter XI Diseases of the digestive system,Alcoholic liver disease,Inverse variance weighted,12,1.04 [0.82-1.32],0.727439479265907
ISM1,Isthmin-1,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,12,1.04 [0.89-1.22],0.589745428098241
ISM1,Isthmin-1,Chapter XI Diseases of the digestive system,Diseases of liver,Inverse variance weighted,12,1.09 [0.95-1.25],0.227143318779473
ISM1,Isthmin-1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,12,1.03 [0.91-1.16],0.660810420110817
ISM1,Isthmin-1,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,Inverse variance weighted,12,1.10 [0.84-1.44],0.505838440487747
ISM1,Isthmin-1,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,12,0.97 [0.85-1.11],0.659577198330711
ISM1,Isthmin-1,Chapter XIV Diseases of the genitourinary system,Dialysis,Inverse variance weighted,12,0.94 [0.68-1.28],0.680063957533149
ISM1,Isthmin-1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,12,0.99 [0.94-1.04],0.61784131339399
