Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
VWF,von Willebrand factor,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,Inverse variance weighted,8,1.02 [0.95-1.10],0.585377510633896
VWF,von Willebrand factor,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,8,0.88 [0.54-1.44],0.617456104833789
VWF,von Willebrand factor,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",Inverse variance weighted,8,1.03 [0.85-1.24],0.791569715250614
VWF,von Willebrand factor,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,Inverse variance weighted,8,1.11 [0.78-1.56],0.569830081062778
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,"Heart failure, strict",Inverse variance weighted,8,1.01 [0.91-1.12],0.831559802025044
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,Inverse variance weighted,8,0.97 [0.51-1.86],0.925213911375096
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,Inverse variance weighted,8,0.96 [0.65-1.41],0.838346032527749
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Pulmonary embolism,Inverse variance weighted,8,1.50 [1.16-1.93],0.0018224173191074
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Oesophageal varices,Inverse variance weighted,8,0.79 [0.49-1.30],0.356714408836532
VWF,von Willebrand factor,Chapter IX Diseases of the circulatory system,Venous thromboembolism,Inverse variance weighted,8,1.55 [1.25-1.91],4.72044933368811e-05
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Interstitial lung disease,Inverse variance weighted,8,0.96 [0.76-1.22],0.754341742608832
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,Inverse variance weighted,8,0.86 [0.59-1.25],0.43579382325693
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Emphysema,Inverse variance weighted,8,1.26 [0.88-1.81],0.208603662317129
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Influenza and pneumonia,Inverse variance weighted,8,0.97 [0.91-1.04],0.433920165614996
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Other diseases of pleura,Inverse variance weighted,8,0.92 [0.75-1.14],0.439339451897849
VWF,von Willebrand factor,Chapter X Diseases of the respiratory system,Pleural effusion,Inverse variance weighted,8,1.10 [0.73-1.68],0.647007925237752
VWF,von Willebrand factor,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,8,0.90 [0.51-1.59],0.722249495878058
VWF,von Willebrand factor,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,Inverse variance weighted,8,1.02 [0.93-1.13],0.640841869248546
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Inverse variance weighted,8,1.19 [0.96-1.47],0.115539177672933
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,Inverse variance weighted,8,1.12 [0.92-1.37],0.250120540225001
VWF,von Willebrand factor,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Inverse variance weighted,8,0.97 [0.89-1.05],0.443870728088384
