Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",24189,48,1.72 [1.36-2.18],4.953573257020137e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],ACE2,Angiotensin-converting enzyme 2,24346,48,2.22 [1.55-3.19],1.3970380095760711e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],ACRV1,Acrosomal protein SP-10,20887,42,1.53 [1.26-1.87],2.39175308117983e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],BST2,Bone marrow stromal antigen 2,25033,50,1.91 [1.44-2.53],5.961974129933642e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],CCL16,C-C motif chemokine 16,25101,50,2.86 [1.78-4.60],1.354104606454805e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,21425,42,0.46 [0.33-0.63],1.8930159778013672e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],GDF15,Growth/differentiation factor 15,25101,50,2.00 [1.46-2.74],1.3656171718936934e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],IGSF9,Protein turtle homolog A,21506,43,1.83 [1.36-2.46],7.009212406805828e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],IL1RL1,Interleukin-1 receptor-like 1,25013,50,2.67 [1.70-4.22],2.2907963654308463e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],NCAN,Neurocan core protein,25033,50,0.31 [0.17-0.54],4.007078442704614e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PER3,Period circadian protein homolog 3,20887,42,1.64 [1.32-2.04],1.0514008740912304e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PGF,Placenta growth factor,25085,50,2.95 [1.79-4.87],2.1695174027683423e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],PLA2G1B,Phospholipase A2,25054,50,0.37 [0.23-0.60],5.17931260781562e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],SCN3B,Sodium channel subunit beta-3,20820,41,2.02 [1.46-2.80],2.0181707270883985e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],TMCO5A,Transmembrane and coiled-coil domain-containing protein 5A,20894,41,2.21 [1.57-3.09],4.455159613744002e-06
