Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Acute renal failure,A1BG,Alpha-1B-glycoprotein,23416,1055,2.07 [1.47-2.93],3.201868769553468e-05
Chapter XIV Diseases of the genitourinary system,Acute renal failure,AARSD1,Alanyl-tRNA editing protein Aarsd1,26579,1273,1.19 [1.09-1.29],0.0001015308088732
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ABCA2,ATP-binding cassette sub-family A member 2,22627,1026,1.84 [1.62-2.09],1.062157944908955e-20
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ABHD14B,Protein ABHD14B,26431,1260,1.20 [1.11-1.31],1.7529008539427606e-05
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ABL1,Tyrosine-protein kinase ABL1,26579,1273,1.23 [1.15-1.32],8.060398762947186e-09
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26070,1240,1.26 [1.19-1.33],5.056824351546331e-16
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACAN,Aggrecan core protein,26462,1272,1.35 [1.13-1.61],0.0009293157517977
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACE2,Angiotensin-converting enzyme 2,26202,1255,1.66 [1.54-1.79],3.9545511838619486e-39
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACP5,Tartrate-resistant acid phosphatase type 5,26815,1286,1.72 [1.51-1.97],8.529183670093563e-16
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACP6,Lysophosphatidic acid phosphatase type 6,26875,1286,1.30 [1.20-1.41],2.8619781843948837e-10
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACTA2,"Actin, aortic smooth muscle",26202,1255,1.86 [1.74-1.99],1.7299936320924898e-73
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACTN2,Alpha-actinin-2,22627,1026,1.35 [1.23-1.49],4.3482130589614967e-10
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACTN4,Alpha-actinin-4,26163,1254,1.33 [1.17-1.52],2.54089068040195e-05
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACVRL1,Serine/threonine-protein kinase receptor R3,26476,1261,10.52 [8.85-12.50],2.008656177117305e-157
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACY1,Aminoacylase-1,26690,1282,1.23 [1.14-1.32],1.0373892026534036e-07
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22627,1026,1.42 [1.29-1.56],8.119437410137948e-13
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ACYP1,Acylphosphatase-1,22777,1023,1.17 [1.07-1.28],0.0005874321110682
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ADA,Adenosine deaminase,26973,1289,1.65 [1.45-1.88],3.857688000698989e-14
Chapter XIV Diseases of the genitourinary system,Acute renal failure,ADA2,Adenosine deaminase 2,26517,1279,2.25 [2.02-2.49],5.553316580492491e-52
