Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,CEMIP2,Cell surface hyaluronidase,20095,54,1.77 [1.29-2.44],0.0004419872255723
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,CHGA,Chromogranin-A,20664,54,1.59 [1.30-1.95],7.820787291505341e-06
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,CLEC10A,C-type lectin domain family 10 member A,23556,60,0.34 [0.18-0.65],0.0009358710374569
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,CLUL1,Clusterin-like protein 1,23656,62,0.43 [0.26-0.70],0.0008391054287568
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,COMP,Cartilage oligomeric matrix protein,23429,60,0.34 [0.18-0.64],0.0007969029803917
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,CPE,Carboxypeptidase E,23739,61,0.41 [0.27-0.64],6.639855132475448e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,DPEP1,Dipeptidase 1,23512,60,0.44 [0.30-0.65],3.705308045371231e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,GDF15,Growth/differentiation factor 15,23983,60,1.97 [1.51-2.56],4.204982449454416e-07
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,IL22,Interleukin-22,20574,54,1.75 [1.36-2.25],1.5823641648468778e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,LRRC37A2,Leucine-rich repeat-containing protein 37A2,20580,53,2.89 [1.59-5.24],0.0004838045171553
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,MYOC,Myocilin,23698,61,0.37 [0.23-0.59],2.585591067888956e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,NELL1,Protein kinase C-binding protein NELL1,23774,61,0.38 [0.23-0.62],0.0001073250322955
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,NFKB2,Nuclear factor NF-kappa-B p100 subunit,20283,54,1.54 [1.22-1.96],0.0003232877413049
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,NOS3,"Nitric oxide synthase, endothelial",23112,56,1.76 [1.38-2.23],4.341684967090414e-06
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,PGA4,Pepsin A-4,20694,54,1.84 [1.31-2.60],0.0005133758610923
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,REG3A,Regenerating islet-derived protein 3-alpha,23983,60,1.74 [1.27-2.37],0.0005429369873256
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,SPINK1,Serine protease inhibitor Kazal-type 1,23698,61,2.06 [1.44-2.94],8.095958157663992e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,TFF3,Trefoil factor 3,23677,62,1.80 [1.38-2.35],1.528764422136032e-05
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,UMOD,Uromodulin,23920,60,0.50 [0.35-0.71],0.0001120636409689
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,VEGFD,Vascular endothelial growth factor D,23909,60,0.34 [0.18-0.64],0.0008646531732791
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,VSIG2,V-set and immunoglobulin domain-containing protein 2,20574,54,2.20 [1.59-3.05],1.7186426932128485e-06
Chapter XI Diseases of the digestive system,Other and unspecified abdominal hernia,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",23752,60,0.33 [0.17-0.63],0.0008104841438128
