Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,AGR3,Anterior gradient protein 3,23156,75,1.67 [1.28-2.20],0.0002042309790114
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ALCAM,CD166 antigen,24043,77,6.81 [2.84-16.31],1.6862340833775315e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,AMOT,Angiomotin,20265,70,2.74 [1.75-4.30],1.166803206723894e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ASGR1,Asialoglycoprotein receptor 1,23590,74,3.17 [1.78-5.66],9.370069442437814e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,BST2,Bone marrow stromal antigen 2,23961,75,1.62 [1.25-2.10],0.0003083111297981
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CD207,C-type lectin domain family 4 member K,23250,76,2.59 [1.60-4.21],0.0001160776932747
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CDCP1,CUB domain-containing protein 1,23590,74,1.96 [1.37-2.80],0.0002281035264935
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,22895,75,1.68 [1.31-2.14],3.3962740555511775e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",20682,71,2.10 [1.36-3.23],0.0008161299148454
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CHGA,Chromogranin-A,20712,71,1.69 [1.42-2.01],4.5908921498867705e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CPM,Carboxypeptidase M,23846,75,2.73 [1.61-4.65],0.0002060254103613
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CXADR,Coxsackievirus and adenovirus receptor,23707,74,1.75 [1.26-2.43],0.0007820211952202
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",23832,77,3.90 [2.25-6.73],1.1071307470122534e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ELN,Elastin,20708,69,3.66 [2.11-6.37],4.212070345206634e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,24043,77,2.66 [1.50-4.73],0.0008477106967274
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,FETUB,Fetuin-B,23784,76,3.84 [2.08-7.08],1.594155204860424e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,FGFR2,Fibroblast growth factor receptor 2,23832,77,4.15 [1.82-9.45],0.0007065565857443
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,GAL,Galanin peptides,23872,77,0.53 [0.38-0.74],0.0001849074185439
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,GAST,Gastrin,20682,71,1.35 [1.18-1.55],1.4985428206878945e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,GDF15,Growth/differentiation factor 15,24043,77,1.68 [1.28-2.21],0.0002070366559904
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,GUSB,Beta-glucuronidase,23864,75,1.82 [1.35-2.46],9.17190019519216e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,HAVCR1,Hepatitis A virus cellular receptor 1,23920,77,1.66 [1.27-2.18],0.0002497421107157
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,HYAL1,Hyaluronidase-1,23586,76,3.39 [1.74-6.62],0.0003365508177764
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ICAM4,Intercellular adhesion molecule 4,23707,74,0.52 [0.36-0.75],0.0004470473632821
