Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ABCA2,ATP-binding cassette sub-family A member 2,18741,45,2.63 [1.64-4.22],6.242797854077139e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ACTA2,"Actin, aortic smooth muscle",21762,49,2.08 [1.55-2.79],1.043448646679251e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18815,47,2.14 [1.61-2.85],1.789471735245646e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,22016,50,4.18 [2.03-8.60],9.976753377831382e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,19274,46,5.70 [3.34-9.73],1.6589370942307548e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADGRB3,Adhesion G protein-coupled receptor B3,21984,50,3.88 [1.87-8.04],0.0002628492381607
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADM,Pro-adrenomedullin,22340,50,9.03 [3.59-22.76],3.0379822092133546e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AGR2,Anterior gradient protein 2 homolog,21446,49,2.05 [1.71-2.46],1.5534341458499406e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AGRN,Agrin,22259,52,6.75 [4.14-11.03],2.236197992513832e-14
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AGRP,Agouti-related protein,22389,51,2.32 [1.45-3.70],0.0004290215158054
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AHNAK,Neuroblast differentiation-associated protein AHNAK,18882,42,2.76 [1.58-4.82],0.0003625191491141
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AHNAK2,Protein AHNAK2,18882,42,3.24 [1.65-6.35],0.0006309612018415
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ANGPT2,Angiopoietin-2,22340,50,3.49 [2.02-6.04],7.624079063499905e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ANGPTL7,Angiopoietin-related protein 7,22340,50,2.68 [1.65-4.34],6.404271164019349e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ANXA10,Annexin A10,21638,49,1.59 [1.26-2.00],8.343106213861147e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ANXA5,Annexin A5,21573,49,2.85 [1.69-4.81],8.546913261096835e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,APOA2,Apolipoprotein A-II,19384,46,2.51 [1.52-4.16],0.0003512645246543
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,APOC1,Apolipoprotein C-I,19363,46,0.22 [0.10-0.48],0.0001377801173877
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AREG,Amphiregulin,22055,50,2.64 [1.93-3.60],8.960312317398205e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ART3,Ecto-ADP-ribosyltransferase 3,22224,50,4.79 [2.65-8.66],2.03777921973618e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ASGR1,Asialoglycoprotein receptor 1,22016,50,7.44 [3.97-13.92],3.5206950320402243e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ASGR2,Asialoglycoprotein receptor 2,19384,46,6.88 [3.19-14.85],8.735001535720862e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ATRAID,All-trans retinoic acid-induced differentiation factor,19274,46,2.13 [1.55-2.92],3.189682742168455e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,B2M,Beta-2-microglobulin,19406,46,2.01 [1.50-2.69],2.723667447977098e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,B4GALT1,"Beta-1,4-galactosyltransferase 1",22259,52,8.91 [4.63-17.16],5.795911399385001e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,BAMBI,BMP and activin membrane-bound inhibitor homolog,21611,49,3.76 [2.29-6.16],1.462542076289909e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,BAP18,Chromatin complexes subunit BAP18,19340,48,1.60 [1.26-2.03],9.830787282363164e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,BCL2L15,Bcl-2-like protein 15,18815,47,1.89 [1.45-2.47],2.749117390163236e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,BMPER,BMP-binding endothelial regulator protein,18999,48,5.33 [2.39-11.87],4.2978870995090174e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,BTN3A2,Butyrophilin subfamily 3 member A2,22115,51,2.61 [1.78-3.83],9.067049566201732e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CA12,Carbonic anhydrase 12,22055,50,3.45 [2.27-5.24],5.7425653282726554e-09
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CA14,Carbonic anhydrase 14,22340,50,3.20 [1.70-6.02],0.0003251808126557
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CALB1,Calbindin,22055,50,4.03 [2.60-6.25],4.5421943732387927e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CALCA,Calcitonin,21976,50,1.82 [1.39-2.38],1.3321869609889584e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CALCB,Calcitonin gene-related peptide 2,19340,48,2.32 [1.69-3.19],1.723148375323529e-07
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CAPG,Macrophage-capping protein,21970,49,2.46 [1.79-3.37],2.7393833807748704e-08
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,18882,42,2.18 [1.55-3.07],8.865715376189641e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL11,Eotaxin,22389,51,2.99 [1.58-5.64],0.0007484426066657
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL14,C-C motif chemokine 14,22079,50,2.26 [1.52-3.34],4.8499404753288975e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL15,C-C motif chemokine 15,22434,50,4.30 [2.87-6.45],1.5285319357459698e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL17,C-C motif chemokine 17,22116,52,1.53 [1.19-1.97],0.0009973593932711
