Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Crohn disease,ACE2,Angiotensin-converting enzyme 2,25363,85,2.18 [1.64-2.88],5.59858414829591e-08
Chapter XI Diseases of the digestive system,Crohn disease,ADA2,Adenosine deaminase 2,25676,92,2.14 [1.43-3.20],0.0002079791925047
Chapter XI Diseases of the digestive system,Crohn disease,ADAMTSL2,ADAMTS-like protein 2,22528,81,3.04 [1.69-5.47],0.0002140529168522
Chapter XI Diseases of the digestive system,Crohn disease,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,25363,85,1.47 [1.20-1.80],0.000247630104428
Chapter XI Diseases of the digestive system,Crohn disease,ADM,Pro-adrenomedullin,26061,93,4.44 [2.28-8.63],1.1464131388311322e-05
Chapter XI Diseases of the digestive system,Crohn disease,AGRN,Agrin,25960,91,2.33 [1.48-3.68],0.0002686477709526
Chapter XI Diseases of the digestive system,Crohn disease,AGXT,Serine--pyruvate aminotransferase,25847,92,1.45 [1.18-1.78],0.0003494215340419
Chapter XI Diseases of the digestive system,Crohn disease,AMBP,Protein AMBP,26025,93,7.59 [3.45-16.69],4.58792353277464e-07
Chapter XI Diseases of the digestive system,Crohn disease,AMOT,Angiomotin,22042,77,2.59 [1.68-4.00],1.7695836423773978e-05
Chapter XI Diseases of the digestive system,Crohn disease,ANGPT2,Angiopoietin-2,26061,93,2.19 [1.46-3.29],0.0001560129353873
Chapter XI Diseases of the digestive system,Crohn disease,ANGPTL3,Angiopoietin-related protein 3,25843,92,2.47 [1.51-4.06],0.0003349843902276
Chapter XI Diseases of the digestive system,Crohn disease,ANGPTL4,Angiopoietin-related protein 4,25916,91,2.44 [1.66-3.60],6.564851715427398e-06
Chapter XI Diseases of the digestive system,Crohn disease,APOF,Apolipoprotein F,22545,83,0.44 [0.28-0.70],0.0006039374220918
Chapter XI Diseases of the digestive system,Crohn disease,AREG,Amphiregulin,25730,94,1.72 [1.28-2.29],0.0002764440014447
Chapter XI Diseases of the digestive system,Crohn disease,ASGR1,Asialoglycoprotein receptor 1,25664,91,5.08 [3.13-8.24],4.418052407498735e-11
Chapter XI Diseases of the digestive system,Crohn disease,B4GALT1,"Beta-1,4-galactosyltransferase 1",25960,91,3.28 [1.79-6.01],0.0001232527381265
Chapter XI Diseases of the digestive system,Crohn disease,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,25228,88,1.73 [1.36-2.21],1.0814558478513293e-05
Chapter XI Diseases of the digestive system,Crohn disease,BMPER,BMP-binding endothelial regulator protein,22042,77,6.16 [3.14-12.10],1.289614279873668e-07
Chapter XI Diseases of the digestive system,Crohn disease,BST2,Bone marrow stromal antigen 2,26064,93,1.68 [1.32-2.13],2.709325141401958e-05
Chapter XI Diseases of the digestive system,Crohn disease,C1RL,Complement C1r subcomponent-like protein,22541,82,7.71 [2.57-23.14],0.0002714830989187
Chapter XI Diseases of the digestive system,Crohn disease,C3,Complement C3,21400,77,1.69 [1.28-2.22],0.0001914589978238
Chapter XI Diseases of the digestive system,Crohn disease,C5,Complement C5,22579,82,5.02 [2.26-11.19],7.769047612876765e-05
Chapter XI Diseases of the digestive system,Crohn disease,C7,Complement component C7,22034,82,3.95 [2.03-7.69],5.154413986034312e-05
Chapter XI Diseases of the digestive system,Crohn disease,C9,Complement component C9,22545,83,2.17 [1.37-3.43],0.0009709640897616
Chapter XI Diseases of the digestive system,Crohn disease,CA12,Carbonic anhydrase 12,25730,94,2.08 [1.36-3.17],0.0006821315452431
Chapter XI Diseases of the digestive system,Crohn disease,CA14,Carbonic anhydrase 14,26061,93,0.26 [0.16-0.43],1.479507723851104e-07
Chapter XI Diseases of the digestive system,Crohn disease,CALCA,Calcitonin,25618,91,1.67 [1.34-2.09],6.560534012765283e-06
Chapter XI Diseases of the digestive system,Crohn disease,CCL14,C-C motif chemokine 14,25759,92,1.96 [1.38-2.77],0.0001648633760156
Chapter XI Diseases of the digestive system,Crohn disease,CCL15,C-C motif chemokine 15,26165,91,1.89 [1.33-2.70],0.0004463746493964
Chapter XI Diseases of the digestive system,Crohn disease,CCL20,C-C motif chemokine 20,26118,93,1.33 [1.14-1.56],0.0002872714578829
Chapter XI Diseases of the digestive system,Crohn disease,CCL21,C-C motif chemokine 21,25960,91,1.70 [1.27-2.26],0.0003087265231059
Chapter XI Diseases of the digestive system,Crohn disease,CD274,Programmed cell death 1 ligand 1,25664,91,2.10 [1.41-3.11],0.0002347365516658
Chapter XI Diseases of the digestive system,Crohn disease,CD300E,CMRF35-like molecule 2,25962,93,2.46 [1.68-3.60],3.458260638553486e-06
Chapter XI Diseases of the digestive system,Crohn disease,CD4,T-cell surface glycoprotein CD4,25758,93,1.97 [1.41-2.75],8.025770745455418e-05
Chapter XI Diseases of the digestive system,Crohn disease,CD46,Membrane cofactor protein,25667,92,2.40 [1.57-3.68],5.175599665243919e-05
Chapter XI Diseases of the digestive system,Crohn disease,CD48,CD48 antigen,25916,91,2.78 [1.52-5.07],0.0008665343178434
