Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ACAN,Aggrecan core protein,17283,561,2.13 [1.61-2.81],1.3078233189132562e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ACTA2,"Actin, aortic smooth muscle",17132,558,1.42 [1.22-1.64],2.575304446561496e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,14703,481,2.09 [1.68-2.61],4.9351066100548616e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ADGRG2,Adhesion G-protein coupled receptor G2,17455,570,1.99 [1.50-2.65],1.943594956951523e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,AMBP,Protein AMBP,17587,572,2.49 [1.71-3.61],1.7851043836852907e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ASGR1,Asialoglycoprotein receptor 1,17318,565,1.80 [1.42-2.28],1.3546084760134627e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ASGR2,Asialoglycoprotein receptor 2,15175,500,2.19 [1.59-3.01],1.3571687974628905e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,ATRAID,All-trans retinoic acid-induced differentiation factor,15122,498,1.67 [1.34-2.07],4.306621020610693e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",15166,498,2.10 [1.66-2.65],5.080734356352816e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,BRK1,Protein BRICK1,17101,558,2.07 [1.76-2.43],5.48711197550583e-19
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CAPG,Macrophage-capping protein,17343,563,1.40 [1.24-1.59],6.126605567088272e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CCN3,CCN family member 3,17640,579,2.11 [1.74-2.57],5.4769126253843085e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CD300E,CMRF35-like molecule 2,17557,566,1.50 [1.26-1.80],8.152320933727984e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CD5L,CD5 antigen-like,15096,495,1.55 [1.30-1.86],1.6404642504938707e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CD83,CD83 antigen,17461,564,1.67 [1.35-2.07],1.968679195724492e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CDCP1,CUB domain-containing protein 1,17318,565,1.79 [1.59-2.02],1.1141246304600436e-21
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,CFD,Complement factor D,15172,498,2.31 [1.63-3.27],2.253003750796058e-06
