Pro_code,ImportanceScore
GDF15,0.046050505050505
EGFR,0.0535252525252525
BST2,0.0292323232323232
VAMP5,0.0427070707070707
TNFRSF1B,0.0325858585858585
BAIAP2,0.0357676767676767
LGALS9,0.031030303030303
REG3A,0.040050505050505
DCBLD2,0.037020202020202
CCL20,0.0299191919191919
MME,0.0332727272727272
TIMP1,0.0314040404040404
GGT1,0.0295959595959596
COQ7,0.0316969696969697
IL4R,0.0282121212121212
CXADR,0.0262626262626262
ULBP2,0.0269696969696969
ACE2,0.0245252525252525
WFDC2,0.0224141414141414
NT5E,0.0214444444444444
DSC2,0.0233131313131313
ASGR1,0.0216767676767676
GRPEL1,0.0254242424242424
CD74,0.0287171717171717
CEACAM1,0.0225454545454545
PIGR,0.0249292929292929
HMOX2,0.0189797979797979
RNASET2,0.0224040404040404
VSIG4,0.0218686868686868
CD27,0.0236262626262626
OCLN,0.0192424242424242
IGFBP4,0.0213535353535353
GPRC5C,0.0192222222222222
CKAP4,0.0165757575757575
HAVCR2,0.0165959595959595
NECTIN2,0.0198383838383838
