Pro_code,ImportanceScore
GDF15,0.0205656565656565
CBLIF,0.0421717171717171
ADM,0.0142929292929292
GAST,0.0191919191919191
DCBLD2,0.0198383838383838
SELENOP,0.0188282828282828
MSTN,0.0179191919191919
CHI3L1,0.0121919191919191
FABP4,0.0133636363636363
DNER,0.0175959595959596
TNFRSF12A,0.0232121212121212
TCN2,0.0148282828282828
CCL25,0.0171313131313131
CD34,0.0145959595959596
ITGA11,0.0113434343434343
TNXB,0.0149292929292929
ITGB1,0.0171313131313131
FGFBP1,0.0105454545454545
COMP,0.0157777777777777
EPO,0.0141111111111111
LRRN1,0.0108484848484848
PRSS8,0.0108888888888888
ITGAV,0.0115252525252525
LILRB4,0.0111111111111111
PLA2G15,0.0118686868686868
PRAP1,0.0071414141414141
SPINK4,0.0148383838383838
LGALS4,0.009010101010101
NTRK3,0.0081919191919191
ITGA2,0.0078282828282828
ITGAM,0.0096666666666666
FAP,0.0093333333333333
PILRA,0.0067575757575757
RAB6A,0.0084646464646464
ADGRG2,0.0086262626262626
REG4,0.0078484848484848
CD83,0.0119494949494949
IGFBPL1,0.0103535353535353
EGFR,0.0071414141414141
PIGR,0.0103939393939394
SPON1,0.0098787878787878
IL1R1,0.0072929292929292
SSC4D,0.0071313131313131
CD302,0.0075454545454545
TFF1,0.005020202020202
GFRA1,0.0055656565656565
IGFBP2,0.0064444444444444
HAVCR2,0.0098585858585858
IL17C,0.0053434343434343
TFF3,0.005020202020202
REG3A,0.0057272727272727
CCL20,0.008010101010101
EFNA1,0.0062929292929292
FGF23,0.0066262626262626
REG1B,0.0066969696969696
TNFRSF4,0.0069696969696969
IL12RB1,0.0086060606060606
YAP1,0.0065858585858585
AGR2,0.0057676767676767
CD80,0.0076262626262626
AREG,0.0057171717171717
AMBP,0.0074848484848484
WFDC2,0.0052020202020202
CTSZ,0.0072828282828282
TNFRSF10A,0.0066161616161616
KLRB1,0.0055858585858585
CHGA,0.0044343434343434
REG1A,0.0052626262626262
SCARB2,0.0061818181818181
EDA2R,0.0048080808080808
NELL1,0.0057777777777777
RNASET2,0.0061010101010101
TNFRSF11A,0.0037777777777777
ASGR2,0.0047878787878787
PLAUR,0.0061515151515151
UMOD,0.0069898989898989
CLEC3B,0.0056363636363636
RNF149,0.0072323232323232
PI3,0.0071818181818181
CSF1,0.0033030303030303
NECTIN4,0.0052626262626262
CKB,0.0045151515151515
INHBB,0.0054949494949494
CLEC6A,0.0051313131313131
B2M,0.0052222222222222
SPINK1,0.0051313131313131
ANGPTL4,0.0052727272727272
CXCL9,0.0052929292929292
EPHA2,0.0052121212121212
IL4R,0.0062323232323232
COL18A1,0.0044343434343434
ASGR1,0.0049191919191919
C1QA,0.0048282828282828
TNFRSF1A,0.0045555555555555
IL2RA,0.0047979797979797
LMNB2,0.0045151515151515
FSTL3,0.0036969696969696
RNASE6,0.0044848484848484
MMP12,0.0041818181818181
OCLN,0.0041717171717171
OSCAR,0.0049393939393939
VSIG4,0.0037474747474747
FGF21,0.0041414141414141
IL18BP,0.004080808080808
SPON2,0.0044141414141414
DLL1,0.0042727272727272
HLA-E,0.0043030303030303
GPR37,0.0054040404040404
EPHB4,0.0044343434343434
CD160,0.0042424242424242
CKAP4,0.0031616161616161
TGFBR2,0.0041010101010101
TNFRSF10B,0.0043131313131313
NPC2,0.0038080808080808
IGFBP4,0.0024343434343434
PIK3IP1,0.0036969696969696
LAIR1,0.0042727272727272
EFNA4,0.0039393939393939
CD27,0.0038989898989899
TNFRSF14,0.0034141414141414
LTBR,0.0038585858585858
GM2A,0.0037474747474747
IL10RB,0.0032828282828282
SHISA5,0.0028686868686868
NECTIN2,0.0025656565656565
NPDC1,0.0028585858585858
TNFRSF1B,0.0028080808080808
COL6A3,0.0027575757575757
