Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,B4GALT1,"Beta-1,4-galactosyltransferase 1",23542,62,7.16 [3.90-13.15],2.145256957995436e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,CALCB,Calcitonin gene-related peptide 2,20287,49,2.71 [1.99-3.71],3.5711201705863965e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",20287,49,2.92 [2.14-4.00],1.672812759494032e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,ENDOU,Poly(U)-specific endoribonuclease,18767,43,2.73 [2.01-3.71],1.496733490594029e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,IGFBP4,Insulin-like growth factor-binding protein 4,23187,60,2.86 [2.11-3.87],9.964102812816999e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,LAYN,Layilin,23225,60,4.28 [2.86-6.41],1.7414910453854365e-12
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,NECTIN4,Nectin-4,23517,59,3.75 [2.50-5.63],1.7918131404515152e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,PGF,Placenta growth factor,23730,63,5.01 [3.03-8.27],3.2015708593736753e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,23467,61,4.93 [3.07-7.94],4.720009929091501e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,RBFOX3,RNA binding protein fox-1 homolog 3,20298,51,2.73 [2.04-3.64],1.0110963540186664e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,RNASE1,Ribonuclease pancreatic,20361,51,4.89 [2.97-8.04],4.39795824342948e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,SCARB2,Lysosome membrane protein 2,22797,60,3.99 [2.63-6.04],7.45025819032331e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,SEPTIN8,Septin-8,20249,48,3.91 [2.56-5.98],2.9624725329359206e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,TGFBR2,TGF-beta receptor type-2,23517,59,3.76 [2.52-5.63],1.0216144549636636e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,23661,62,4.03 [2.69-6.05],1.672078451669208e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,23467,61,4.97 [3.08-8.02],5.404724942934312e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,WFDC2,WAP four-disulfide core domain protein 2,22288,57,3.02 [2.14-4.26],3.3741258380878125e-10
