Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ACTA2,"Actin, aortic smooth muscle",20535,132,2.32 [1.90-2.84],2.0011931827233154e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ACVRL1,Serine/threonine-protein kinase receptor R3,20693,135,6.19 [4.11-9.32],2.4134206366679426e-18
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADA2,Adenosine deaminase 2,20819,131,6.85 [5.20-9.04],2.3516209770417177e-42
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,17580,96,4.30 [3.14-5.88],9.591443295434078e-20
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,21161,135,5.45 [3.27-9.08],6.955807655749457e-11
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,21081,136,3.17 [2.22-4.53],2.3992895182272437e-10
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18060,100,6.43 [4.28-9.66],3.782633738937572e-19
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADGRB3,Adhesion G protein-coupled receptor B3,20693,135,5.73 [3.78-8.68],2.0315825349726943e-16
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADGRE5,Adhesion G protein-coupled receptor E5,21070,134,6.92 [4.78-10.03],1.5781518406259152e-24
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,ADGRG1,Adhesion G-protein coupled receptor G1,20828,134,1.81 [1.58-2.07],2.627814446017686e-18
"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,AGR2,Anterior gradient protein 2 homolog,20319,132,1.81 [1.57-2.08],1.0559263843962004e-16
