Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,A1BG,Alpha-1B-glycoprotein,13160,674,3.69 [2.28-5.96],1.0059364119494221e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AAMDC,Mth938 domain-containing protein,12795,646,0.93 [0.79-1.08],0.3330366578945273
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AARSD1,Alanyl-tRNA editing protein Aarsd1,15080,815,1.09 [0.97-1.22],0.1638396957495977
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ABCA2,ATP-binding cassette sub-family A member 2,12713,652,1.80 [1.48-2.20],6.4416380415762155e-09
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ABHD14B,Protein ABHD14B,14988,812,1.00 [0.89-1.12],0.9645860281183606
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ABL1,Tyrosine-protein kinase ABL1,15080,815,1.26 [1.15-1.39],1.3653983481114789e-06
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ABO,Histo-blood group ABO system transferase,13175,678,1.02 [0.96-1.07],0.5605974802641309
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ABRAXAS2,BRISC complex subunit Abraxas 2,12713,652,1.05 [0.93-1.19],0.4305994608441537
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",14816,801,1.18 [1.09-1.27],4.967666467707135e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",12941,660,1.12 [1.01-1.25],0.0276425655308313
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",13164,671,1.00 [0.91-1.09],0.9449204569422072
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACAN,Aggrecan core protein,15006,808,1.35 [1.06-1.72],0.0150032268760045
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACE,Angiotensin-converting enzyme,13175,678,1.89 [1.44-2.49],5.1652181400873565e-06
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACE2,Angiotensin-converting enzyme 2,14887,802,1.34 [1.20-1.50],2.0558662638980895e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACHE,Acetylcholinesterase,12857,664,0.96 [0.76-1.20],0.7122159719581321
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACOT13,Acyl-coenzyme A thioesterase 13,13116,676,1.07 [1.00-1.14],0.0657548477733279
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,15161,813,1.07 [0.94-1.22],0.292826881221036
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,12766,645,0.66 [0.54-0.79],1.520363833592554e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACP5,Tartrate-resistant acid phosphatase type 5,15223,825,1.40 [1.15-1.71],0.0006889343614516
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACP6,Lysophosphatidic acid phosphatase type 6,15275,822,1.25 [1.12-1.39],4.7336183695231846e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACRBP,Acrosin-binding protein,13119,675,1.07 [0.87-1.31],0.5313778663014908
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACRV1,Acrosomal protein SP-10,12766,645,1.06 [0.98-1.14],0.1249782216315592
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,12713,652,1.07 [0.85-1.34],0.5556505178728718
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACTA2,"Actin, aortic smooth muscle",14887,802,2.24 [2.00-2.51],1.7787576206858777e-43
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACTN2,Alpha-actinin-2,12713,652,1.31 [1.17-1.47],4.6228795912894485e-06
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACTN4,Alpha-actinin-4,14894,801,1.26 [1.06-1.50],0.009034299478041
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACVRL1,Serine/threonine-protein kinase receptor R3,14998,811,8.25 [6.57-10.35],4.22904269503452e-74
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACY1,Aminoacylase-1,15161,813,1.00 [0.90-1.12],0.9290845532794516
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,12713,652,1.33 [1.16-1.52],3.006227151900022e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ACYP1,Acylphosphatase-1,12819,663,1.06 [0.94-1.20],0.348363959332204
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADA,Adenosine deaminase,15334,819,1.13 [0.95-1.35],0.1770416366956567
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADA2,Adenosine deaminase 2,15076,811,2.63 [2.28-3.02],3.7115406846635267e-41
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12766,645,3.79 [3.15-4.56],8.966632583979833e-46
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,14887,802,1.81 [1.47-2.23],2.7435923831406933e-08
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,15029,813,1.86 [1.56-2.23],6.975216195765045e-12
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,15334,819,1.71 [1.40-2.09],1.533793353598298e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,15274,822,2.92 [2.35-3.62],2.290824605616941e-22
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,13116,676,4.08 [3.24-5.13],4.276691752700972e-33
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,12766,645,1.90 [1.52-2.38],1.509494958971082e-08
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,15347,829,0.49 [0.38-0.63],6.643391470540953e-08
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,15080,815,2.65 [2.24-3.12],1.328129844424396e-30
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,14887,802,1.70 [1.45-2.00],1.3215358788257528e-10
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,12766,645,1.87 [1.53-2.28],5.02744446354045e-10
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,15195,816,0.63 [0.55-0.73],3.820309955877531e-10
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTSL2,ADAMTS-like protein 2,13164,669,2.87 [2.38-3.47],4.190402563827871e-28
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTSL4,ADAMTS-like protein 4,12795,646,1.71 [1.25-2.34],0.000808885380006
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADAMTSL5,ADAMTS-like protein 5,13164,671,1.01 [0.83-1.23],0.9195284609063972
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,14816,801,1.05 [0.87-1.28],0.5839135576825052
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADD1,Alpha-adducin,12857,664,0.95 [0.84-1.06],0.3446834042484917
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRB3,Adhesion G protein-coupled receptor B3,14998,811,1.96 [1.61-2.37],8.662879778664882e-12
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRD1,Adhesion G-protein coupled receptor D1,12857,664,1.58 [1.32-1.90],9.991196502404896e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRE1,Adhesion G protein-coupled receptor E1,13116,676,1.43 [1.25-1.64],1.7095891144234145e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRE2,Adhesion G protein-coupled receptor E2,15194,816,1.88 [1.51-2.36],3.0153432895962465e-08
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRE5,Adhesion G protein-coupled receptor E5,15272,828,1.91 [1.57-2.34],2.4897227275848304e-10
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRF5,Adhesion G protein-coupled receptor F5,13164,671,1.55 [1.15-2.08],0.0036248959923693
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRG1,Adhesion G-protein coupled receptor G1,15080,815,1.38 [1.29-1.47],2.128787772873714e-23
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRG2,Adhesion G-protein coupled receptor G2,15161,813,0.40 [0.32-0.51],5.955304695616302e-14
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADGRV1,Adhesion G-protein coupled receptor V1,12728,658,0.97 [0.87-1.09],0.6507659391347533
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADH1B,All-trans-retinol dehydrogenase,12857,664,0.98 [0.88-1.08],0.6560701653777985
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,14887,802,0.91 [0.84-0.99],0.0263755246102739
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADIPOQ,Adiponectin,13160,674,1.35 [1.21-1.51],1.0245735376082297e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADM,Pro-adrenomedullin,15292,823,,
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ADRA2A,Alpha-2A adrenergic receptor,12713,652,1.06 [0.95-1.18],0.3357196897325378
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AFAP1,Actin filament-associated protein 1,12857,664,0.95 [0.86-1.04],0.2699816687454259
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AFM,Afamin,13160,674,0.56 [0.38-0.81],0.002282743561537
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AFP,Alpha-fetoprotein,14969,811,0.80 [0.72-0.89],3.527071469353075e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGBL2,Cytosolic carboxypeptidase 2,12728,658,0.98 [0.90-1.07],0.712748147094197
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGER,Advanced glycosylation end product-specific receptor,15093,811,1.29 [1.11-1.51],0.0012383001190094
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGR2,Anterior gradient protein 2 homolog,14699,787,1.47 [1.38-1.58],7.17232349763093e-30
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGR3,Anterior gradient protein 3,14793,800,1.26 [1.14-1.40],1.162615729175566e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGRN,Agrin,15194,816,3.94 [3.35-4.63],6.355586090121919e-62
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGRP,Agouti-related protein,15334,819,1.46 [1.29-1.66],4.53387982300101e-09
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGT,Angiotensinogen,13175,678,1.37 [0.98-1.91],0.0629879652432176
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AGXT,Serine--pyruvate aminotransferase,15161,813,1.15 [1.06-1.25],0.0010937313810703
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHCY,Adenosylhomocysteinase,15161,813,1.19 [1.07-1.31],0.0006981901921789
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHNAK,Neuroblast differentiation-associated protein AHNAK,12795,646,1.92 [1.55-2.38],2.785550603556158e-09
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHNAK2,Protein AHNAK2,12795,646,1.84 [1.46-2.32],1.871799498544956e-07
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,13119,675,1.04 [0.93-1.17],0.4814622242553358
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHSG,Alpha-2-HS-glycoprotein,13175,678,1.39 [1.04-1.85],0.0244867284858448
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AHSP,Alpha-hemoglobin-stabilizing protein,15123,814,0.98 [0.90-1.06],0.5816255651108033
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AIDA,"Axin interactor, dorsalization-associated protein",12802,650,0.99 [0.90-1.09],0.7990141423449879
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AIF1,Allograft inflammatory factor 1,14816,801,1.10 [0.97-1.26],0.1334904050743846
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AIF1L,Allograft inflammatory factor 1-like,12795,646,1.23 [1.09-1.40],0.0011891761501048
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",15052,815,1.12 [1.05-1.19],0.0002638734382682
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AK1,Adenylate kinase isoenzyme 1,15161,813,0.97 [0.87-1.07],0.5311215309553851
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AK2,"Adenylate kinase 2, mitochondrial",13126,672,1.09 [1.01-1.17],0.0257605915388906
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKAP12,A-kinase anchor protein 12,12857,664,1.50 [1.06-2.12],0.0206043302062769
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKR1B1,Aldo-keto reductase family 1 member B1,14816,801,1.06 [0.97-1.16],0.2068060880109294
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKR1B10,Aldo-keto reductase family 1 member B10,12802,650,1.28 [1.14-1.43],1.3340084737883784e-05
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKR1C4,Aldo-keto reductase family 1 member C4,14887,802,1.18 [1.05-1.32],0.0055263030703957
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKR7L,Aflatoxin B1 aldehyde reductase member 4,12766,645,1.11 [0.99-1.25],0.0760399123430896
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKT1S1,Proline-rich AKT1 substrate 1,14803,792,1.00 [0.90-1.11],0.9909417010709146
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKT2,RAC-beta serine/threonine-protein kinase,13132,675,0.97 [0.92-1.04],0.4221187319152704
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,AKT3,RAC-gamma serine/threonine-protein kinase,14748,797,0.87 [0.77-0.98],0.0187176685900334
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ALCAM,CD166 antigen,15347,829,4.36 [3.20-5.95],1.4146693685410262e-20
Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,ALDH1A1,Retinal dehydrogenase 1,15152,814,0.97 [0.86-1.10],0.6412285299352829
