Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",A1BG,Alpha-1B-glycoprotein,20103,64,1.15 [0.28-4.74],0.8496349069084917
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",AAMDC,Mth938 domain-containing protein,19529,61,0.66 [0.41-1.06],0.086503196531145
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",AARSD1,Alanyl-tRNA editing protein Aarsd1,23052,81,0.77 [0.53-1.11],0.1565602547358099
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ABCA2,ATP-binding cassette sub-family A member 2,19401,63,1.01 [0.51-1.99],0.9819032158066034
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ABHD14B,Protein ABHD14B,22894,78,0.87 [0.61-1.25],0.460906455315954
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ABL1,Tyrosine-protein kinase ABL1,23052,81,0.96 [0.71-1.29],0.7700080530835296
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ABO,Histo-blood group ABO system transferase,20111,65,1.00 [0.84-1.17],0.9525476046175356
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ABRAXAS2,BRISC complex subunit Abraxas 2,19401,63,0.82 [0.56-1.19],0.2985210541779174
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22618,75,1.24 [0.98-1.56],0.0712539385360904
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19729,64,0.79 [0.51-1.22],0.2853505687472211
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20085,65,1.01 [0.77-1.31],0.970438262797259
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",ACAN,Aggrecan core protein,22927,79,0.98 [0.47-2.03],0.9496508767402946
