Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Cystitis,A1BG,Alpha-1B-glycoprotein,18036,48,3.80 [0.68-21.19],0.1282823361912667
Chapter XIV Diseases of the genitourinary system,Cystitis,AAMDC,Mth938 domain-containing protein,17522,44,0.67 [0.38-1.19],0.1701359295916246
Chapter XIV Diseases of the genitourinary system,Cystitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,20619,60,0.83 [0.54-1.26],0.3748750367239124
Chapter XIV Diseases of the genitourinary system,Cystitis,ABCA2,ATP-binding cassette sub-family A member 2,17401,45,0.98 [0.44-2.22],0.9675725190126704
Chapter XIV Diseases of the genitourinary system,Cystitis,ABHD14B,Protein ABHD14B,20466,57,0.90 [0.59-1.38],0.642628763089917
Chapter XIV Diseases of the genitourinary system,Cystitis,ABL1,Tyrosine-protein kinase ABL1,20619,60,0.91 [0.63-1.29],0.5841640424672865
Chapter XIV Diseases of the genitourinary system,Cystitis,ABO,Histo-blood group ABO system transferase,18048,49,1.05 [0.87-1.26],0.6265158624869842
Chapter XIV Diseases of the genitourinary system,Cystitis,ABRAXAS2,BRISC complex subunit Abraxas 2,17401,45,0.83 [0.53-1.31],0.4262985470919473
Chapter XIV Diseases of the genitourinary system,Cystitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",20223,53,1.27 [0.96-1.66],0.0909424827830099
Chapter XIV Diseases of the genitourinary system,Cystitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",17700,46,1.28 [0.94-1.74],0.1147368764543153
Chapter XIV Diseases of the genitourinary system,Cystitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18018,46,0.74 [0.53-1.04],0.0857173325427407
Chapter XIV Diseases of the genitourinary system,Cystitis,ACAN,Aggrecan core protein,20519,59,0.46 [0.20-1.06],0.0674672173065445
Chapter XIV Diseases of the genitourinary system,Cystitis,ACE,Angiotensin-converting enzyme,18048,49,0.68 [0.26-1.83],0.4493682779859487
Chapter XIV Diseases of the genitourinary system,Cystitis,ACE2,Angiotensin-converting enzyme 2,20348,60,1.19 [0.81-1.75],0.376626755958019
Chapter XIV Diseases of the genitourinary system,Cystitis,ACHE,Acetylcholinesterase,17626,49,1.13 [0.52-2.46],0.7569354652603042
Chapter XIV Diseases of the genitourinary system,Cystitis,ACOT13,Acyl-coenzyme A thioesterase 13,17955,46,0.85 [0.67-1.09],0.2044136370629635
Chapter XIV Diseases of the genitourinary system,Cystitis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,20727,60,1.11 [0.71-1.73],0.657826934550295
Chapter XIV Diseases of the genitourinary system,Cystitis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,17492,48,0.85 [0.45-1.60],0.6172070633049072
Chapter XIV Diseases of the genitourinary system,Cystitis,ACP5,Tartrate-resistant acid phosphatase type 5,20811,59,1.71 [0.87-3.34],0.1192102172763058
Chapter XIV Diseases of the genitourinary system,Cystitis,ACP6,Lysophosphatidic acid phosphatase type 6,20871,60,1.46 [0.99-2.13],0.0541061018263062
Chapter XIV Diseases of the genitourinary system,Cystitis,ACRBP,Acrosin-binding protein,17956,47,1.08 [0.53-2.22],0.8270305077979492
Chapter XIV Diseases of the genitourinary system,Cystitis,ACRV1,Acrosomal protein SP-10,17492,48,0.97 [0.74-1.27],0.8214886201033225
Chapter XIV Diseases of the genitourinary system,Cystitis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,17401,45,0.77 [0.31-1.96],0.5886732725946273
Chapter XIV Diseases of the genitourinary system,Cystitis,ACTA2,"Actin, aortic smooth muscle",20348,60,1.48 [0.98-2.23],0.0605499137784144
Chapter XIV Diseases of the genitourinary system,Cystitis,ACTN2,Alpha-actinin-2,17401,45,1.18 [0.77-1.81],0.4537744984829118
Chapter XIV Diseases of the genitourinary system,Cystitis,ACTN4,Alpha-actinin-4,20346,57,1.32 [0.74-2.37],0.3494782281365738
Chapter XIV Diseases of the genitourinary system,Cystitis,ACVRL1,Serine/threonine-protein kinase receptor R3,20489,57,2.65 [1.23-5.69],0.0127889622060981
Chapter XIV Diseases of the genitourinary system,Cystitis,ACY1,Aminoacylase-1,20727,60,1.07 [0.75-1.53],0.7144292384248422
Chapter XIV Diseases of the genitourinary system,Cystitis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,17401,45,0.96 [0.57-1.60],0.8648782992852793
