Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Cholelithiasis,A1BG,Alpha-1B-glycoprotein,19458,218,1.95 [0.88-4.31],0.1005331313544703
Chapter XI Diseases of the digestive system,Cholelithiasis,AAMDC,Mth938 domain-containing protein,18916,213,0.98 [0.76-1.26],0.8679110865393427
Chapter XI Diseases of the digestive system,Cholelithiasis,AARSD1,Alanyl-tRNA editing protein Aarsd1,22339,265,1.03 [0.85-1.26],0.7454135960823762
Chapter XI Diseases of the digestive system,Cholelithiasis,ABCA2,ATP-binding cassette sub-family A member 2,18781,218,1.36 [0.96-1.94],0.0878972201103934
Chapter XI Diseases of the digestive system,Cholelithiasis,ABHD14B,Protein ABHD14B,22179,257,1.08 [0.88-1.32],0.4622144253090824
Chapter XI Diseases of the digestive system,Cholelithiasis,ABL1,Tyrosine-protein kinase ABL1,22339,265,1.07 [0.91-1.26],0.3902685727942625
Chapter XI Diseases of the digestive system,Cholelithiasis,ABO,Histo-blood group ABO system transferase,19464,223,0.99 [0.91-1.08],0.8410479890122851
Chapter XI Diseases of the digestive system,Cholelithiasis,ABRAXAS2,BRISC complex subunit Abraxas 2,18781,218,1.09 [0.90-1.33],0.3868999723889444
Chapter XI Diseases of the digestive system,Cholelithiasis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21949,264,1.13 [0.99-1.29],0.0610175842663376
Chapter XI Diseases of the digestive system,Cholelithiasis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19108,217,1.15 [0.97-1.36],0.1020079846880658
Chapter XI Diseases of the digestive system,Cholelithiasis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19444,217,1.04 [0.90-1.21],0.5774624275137192
Chapter XI Diseases of the digestive system,Cholelithiasis,ACAN,Aggrecan core protein,22202,267,1.13 [0.76-1.68],0.5392080905819734
Chapter XI Diseases of the digestive system,Cholelithiasis,ACE,Angiotensin-converting enzyme,19464,223,1.28 [0.80-2.03],0.3029157623416438
Chapter XI Diseases of the digestive system,Cholelithiasis,ACE2,Angiotensin-converting enzyme 2,22039,262,1.04 [0.86-1.26],0.6966669402287893
Chapter XI Diseases of the digestive system,Cholelithiasis,ACHE,Acetylcholinesterase,18987,215,0.74 [0.50-1.09],0.1235560746129309
Chapter XI Diseases of the digestive system,Cholelithiasis,ACOT13,Acyl-coenzyme A thioesterase 13,19384,219,1.10 [0.98-1.23],0.1170967405382728
