Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,Other benign neoplasms of skin,A1BG,Alpha-1B-glycoprotein,20463,114,1.11 [0.38-3.25],0.8432193900714474
Chapter II Neoplasms,Other benign neoplasms of skin,AAMDC,Mth938 domain-containing protein,19878,107,0.85 [0.59-1.21],0.360969828907515
Chapter II Neoplasms,Other benign neoplasms of skin,AARSD1,Alanyl-tRNA editing protein Aarsd1,23484,134,0.97 [0.73-1.29],0.841695581858961
Chapter II Neoplasms,Other benign neoplasms of skin,ABCA2,ATP-binding cassette sub-family A member 2,19743,113,1.12 [0.68-1.84],0.6617741065236746
Chapter II Neoplasms,Other benign neoplasms of skin,ABHD14B,Protein ABHD14B,23317,137,0.93 [0.71-1.22],0.6054210974512386
Chapter II Neoplasms,Other benign neoplasms of skin,ABL1,Tyrosine-protein kinase ABL1,23484,134,0.82 [0.64-1.03],0.0921868381719326
Chapter II Neoplasms,Other benign neoplasms of skin,ABO,Histo-blood group ABO system transferase,20466,114,0.96 [0.85-1.09],0.5064243200089376
Chapter II Neoplasms,Other benign neoplasms of skin,ABRAXAS2,BRISC complex subunit Abraxas 2,19743,113,0.89 [0.68-1.18],0.4354420093980238
Chapter II Neoplasms,Other benign neoplasms of skin,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",23043,135,0.93 [0.76-1.12],0.4290823772002516
Chapter II Neoplasms,Other benign neoplasms of skin,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",20083,112,0.98 [0.74-1.28],0.8676258020093341
Chapter II Neoplasms,Other benign neoplasms of skin,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",20439,116,0.89 [0.72-1.09],0.2648055593869209
Chapter II Neoplasms,Other benign neoplasms of skin,ACAN,Aggrecan core protein,23355,133,1.18 [0.67-2.09],0.561287324072864
Chapter II Neoplasms,Other benign neoplasms of skin,ACE,Angiotensin-converting enzyme,20466,114,0.56 [0.29-1.07],0.0773211915440856
Chapter II Neoplasms,Other benign neoplasms of skin,ACE2,Angiotensin-converting enzyme 2,23167,132,0.98 [0.74-1.31],0.9126391476084368
Chapter II Neoplasms,Other benign neoplasms of skin,ACHE,Acetylcholinesterase,19978,110,1.31 [0.79-2.18],0.2999648776164278
Chapter II Neoplasms,Other benign neoplasms of skin,ACOT13,Acyl-coenzyme A thioesterase 13,20376,115,0.97 [0.83-1.13],0.6699540404163613
Chapter II Neoplasms,Other benign neoplasms of skin,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,23596,136,0.67 [0.49-0.94],0.0183816904342809
Chapter II Neoplasms,Other benign neoplasms of skin,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19837,107,1.07 [0.72-1.60],0.724648007964821
Chapter II Neoplasms,Other benign neoplasms of skin,ACP5,Tartrate-resistant acid phosphatase type 5,23693,137,0.79 [0.50-1.24],0.2983833230680669
